trial_id,prior_family,prior_scale,response_cache_path,continuous_joint_correct_all_anchor_logmean,continuous_joint_pred_image_id_all_anchor_logmean,continuous_joint_true_margin_all_anchor_logmean,continuous_joint_score_corr_with_zero_all_anchor_logmean,trajectory_rmse_all_anchor_logmean,nearest_trajectory_distance_all_anchor_logmean,catalog_residual_true_anchor_score_gap_all_anchor_logmean,continuous_joint_correct_top2_logmean,continuous_joint_pred_image_id_top2_logmean,continuous_joint_true_margin_top2_logmean,continuous_joint_score_corr_with_zero_top2_logmean,trajectory_rmse_top2_logmean,nearest_trajectory_distance_top2_logmean,catalog_residual_true_anchor_score_gap_top2_logmean,continuous_joint_correct_top2_shrink0p19,continuous_joint_pred_image_id_top2_shrink0p19,continuous_joint_true_margin_top2_shrink0p19,continuous_joint_score_corr_with_zero_top2_shrink0p19,trajectory_rmse_top2_shrink0p19,nearest_trajectory_distance_top2_shrink0p19,catalog_residual_true_anchor_score_gap_top2_shrink0p19,continuous_joint_correct_top2_a0p85,continuous_joint_pred_image_id_top2_a0p85,continuous_joint_true_margin_top2_a0p85,continuous_joint_score_corr_with_zero_top2_a0p85,trajectory_rmse_top2_a0p85,nearest_trajectory_distance_top2_a0p85,catalog_residual_true_anchor_score_gap_top2_a0p85
5,axis_edge_parallel,2.0,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,False,source_row:4203,-0.4463886054503518,0.8270570965381631,0.0854194849531909,0.0678257346153259,,False,source_row:4203,-0.4251586560179703,0.8735980038984803,0.0854194849531909,0.0678257346153259,0.9278470787184006,False,source_row:4203,-0.4291923464101046,0.8648034451128227,0.0854194849531909,0.0678257346153259,0.9278470787184006,False,source_row:4203,-0.4540801751486469,0.8687950421345317,0.1050861381137237,0.0678257346153259,0.9013507832401046
5,axis_edge_orthogonal,2.0,response_tables/trial_00005_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,True,source_row:76,0.152242981416748,0.8188201845648597,0.1034770633806442,0.1292713582515716,,True,source_row:76,0.1862566318728795,0.8443659929150048,0.1034770633806442,0.1292713582515716,1.111478148341348,True,source_row:76,0.1797940382862179,0.8399559292397758,0.1034770633806442,0.1292713582515716,1.111478148341348,True,source_row:76,0.1806926273487761,0.8393243357953601,0.1105474322114017,0.1292713582515716,1.0837142292884323
6,axis_edge_parallel,0.5,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,True,source_row:87,2.527952592154179,0.769296713717793,0.0309176082611852,0.0146469855681061,,True,source_row:87,2.536957247751616,0.8086212471640559,0.0309176082611852,0.0146469855681061,0.5402870913026732,True,source_row:87,2.5352463631881506,0.801564736539497,0.0309176082611852,0.0146469855681061,0.5402870913026732,True,source_row:87,2.537688469865316,0.8018153817969131,0.0351450020142315,0.0146469855681061,0.543285869716442
6,axis_edge_orthogonal,0.5,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,True,source_row:87,2.3102172609504805,0.93996895320981,0.0245028041982774,0.0209218095988035,,True,source_row:87,2.486195307363346,0.9382663784390114,0.0245028041982774,0.0209218095988035,0.8265547338564261,True,source_row:87,2.4527594785448628,0.9386733813098572,0.0245028041982774,0.0209218095988035,0.8265547338564261,True,source_row:87,2.487901281197537,0.9388237122902172,0.025890267073318,0.0209218095988035,0.8426365598244274
7,axis_edge_parallel,1.0,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,True,source_row:87,2.6300178892481085,0.9141549339890908,0.0426158295901334,0.0314196497201919,,True,source_row:87,2.528166434258594,0.8866226491582205,0.0426158295901334,0.0314196497201919,0.4728318369431576,True,source_row:87,2.547518210706585,0.8925742584788676,0.0426158295901334,0.0314196497201919,0.4728318369431576,True,source_row:87,2.5321584698836546,0.8814222981306958,0.0490042617977428,0.0314196497201919,0.4719180712863817
7,axis_edge_orthogonal,1.0,response_tables/trial_00007_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,True,source_row:87,3.0522869110318998,0.8443405081714321,0.0474728052718159,0.0399570688605308,,True,source_row:87,3.1899478171141595,0.7917956602628277,0.0474728052718159,0.0399570688605308,0.8032694875322477,True,source_row:87,3.163792244958529,0.802725880599956,0.0474728052718159,0.0399570688605308,0.8032694875322477,True,source_row:87,3.1969867166552035,0.788530722514375,0.0545575761019713,0.0399570688605308,0.8032034353997233
8,axis_edge_parallel,2.0,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,True,source_row:87,2.240906701004405,0.9757245407800796,0.0566678309856713,0.0750414580106735,,True,source_row:87,2.468846942480127,0.9482326125032526,0.0566678309856713,0.0750414580106735,1.079654550629357,True,source_row:87,2.4255382965997114,0.954594881770212,0.0566678309856713,0.0750414580106735,1.079654550629357,True,source_row:87,2.4639166364244147,0.941833722701904,0.0777614620578348,0.0750414580106735,1.07359559850795
8,axis_edge_orthogonal,2.0,response_tables/trial_00008_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,True,source_row:87,3.874080840227293,0.8413397405631309,0.0651003809003505,0.0836718454957008,,True,source_row:87,3.7128183081136967,0.7933988887516872,0.0651003809003505,0.0836718454957008,0.7691622373489508,True,source_row:87,3.743458189215289,0.8036901008033849,0.0651003809003505,0.0836718454957008,0.7691622373489508,True,source_row:87,3.671004763070073,0.7778805591402699,0.0702400456064207,0.0836718454957008,0.748475840601941
9,axis_edge_parallel,0.5,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,True,source_row:369,0.5985564270015402,0.9792037726984416,0.0246644059493201,0.0179103221744298,,True,source_row:369,0.6198808240632161,0.9810001363157516,0.0246644059493201,0.0179103221744298,0.6552833533005469,True,source_row:369,0.6158291886214329,0.9807118946582344,0.0246644059493201,0.0179103221744298,0.6552833533005469,True,source_row:369,0.6176241068316131,0.9809559267766824,0.0250542508751277,0.0179103221744298,0.6640515454457727
9,axis_edge_orthogonal,0.5,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,True,source_row:369,0.6687572622376479,0.9799293031402272,0.0532436497327858,0.0223022680729627,,True,source_row:369,0.6686114817669022,0.981448008968368,0.0532436497327858,0.0223022680729627,0.641639481036691,True,source_row:369,0.6686391800562888,0.9827982392330856,0.0532436497327858,0.0223022680729627,0.641639481036691,True,source_row:369,0.6675861869180721,0.9808896518271436,0.0579960815832032,0.0223022680729627,0.6512202734367065
10,axis_edge_parallel,1.0,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,True,source_row:369,0.7165990637786877,0.9706020631176888,0.0566008483718238,0.0343385972082614,,True,source_row:369,0.6365435799500005,0.9903984718554842,0.0566008483718238,0.0343385972082614,0.8215313917150979,True,source_row:369,0.6517541218774454,0.9877084461799852,0.0566008483718238,0.0343385972082614,0.8215313917150979,True,source_row:369,0.6423166989105766,0.9893040162870554,0.068542598994083,0.0343385972082614,0.8306385294781649
10,axis_edge_orthogonal,1.0,response_tables/trial_00010_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,True,source_row:369,0.4474513670126043,0.9925479861130544,0.0463021705994689,0.0408594645559787,,True,source_row:369,0.4429103367044718,0.9892470231597358,0.0463021705994689,0.0408594645559787,0.9933124007561672,True,source_row:369,0.4437731324630363,0.989919459009811,0.0463021705994689,0.0408594645559787,0.9933124007561672,True,source_row:369,0.4498260205679685,0.9877182896893282,0.0477423757167708,0.0408594645559787,0.9944783397339164
11,axis_edge_parallel,2.0,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,True,source_row:369,0.9547700902629686,0.8925791654326559,0.0783698475259183,0.0686771944165229,,True,source_row:369,0.8484212033105223,0.9438417640346196,0.0783698475259183,0.0686771944165229,0.5031054760958114,True,source_row:369,0.8686274918314894,0.9348406211111052,0.0783698475259183,0.0686771944165229,0.5031054760958114,True,source_row:369,0.8590420404663064,0.9491201237888056,0.0845353372897824,0.0686771944165229,0.5067063855199194
11,axis_edge_orthogonal,2.0,response_tables/trial_00011_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,True,source_row:369,0.8613139760586819,0.9959804814446496,0.10947150699904,0.0863324925303459,,True,source_row:369,0.9988403393388126,0.9790926839674656,0.10947150699904,0.0863324925303459,0.8434426520500438,True,source_row:369,0.9727103303156356,0.9836939968026088,0.10947150699904,0.0863324925303459,0.8434426520500438,True,source_row:369,1.0202354598615102,0.9710722465979283,0.1104018487446765,0.0863324925303459,0.8414109144855502
12,axis_edge_parallel,0.5,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,True,source_row:420,0.6222377561770713,0.8402205790227647,0.0590753357915843,0.0345378145575523,,True,source_row:420,0.4456160278786569,0.8799471202637353,0.0590753357915843,0.0345378145575523,0.6357656712094126,True,source_row:420,0.4791741562553397,0.8734854448144644,0.0590753357915843,0.0345378145575523,0.6357656712094126,True,source_row:420,0.4504864195108098,0.8800224175977855,0.0687476313761854,0.0345378145575523,0.6484803142378723
12,axis_edge_orthogonal,0.5,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,True,source_row:420,0.4707644438165062,0.7929693263660718,0.0930722179852577,0.0494160540401935,,True,source_row:420,0.4284633405979434,0.7515578172523592,0.0930722179852577,0.0494160540401935,1.1002812237050534,True,source_row:420,0.4365005502094732,0.7585882469302617,0.0930722179852577,0.0494160540401935,1.1002812237050534,True,source_row:420,0.4230895441259008,0.7510111055051336,0.099338605389743,0.0494160540401935,1.1049889299019924
13,axis_edge_parallel,1.0,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,True,source_row:420,0.1065863942837381,0.8236491117409639,0.1202955343317182,0.0546388961374759,,True,source_row:420,0.284403454509686,0.7322886061575529,0.1202955343317182,0.0546388961374759,0.9489257906486728,True,source_row:420,0.2506182130667298,0.751923981746484,0.1202955343317182,0.0546388961374759,0.9489257906486728,True,source_row:420,0.2884026500644836,0.7376953381648113,0.1452444085782015,0.0546388961374759,0.9349425502824716
13,axis_edge_orthogonal,1.0,response_tables/trial_00013_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,True,source_row:420,0.5972703809111977,0.8048984985759868,0.1572277203869634,0.0989503636956214,,True,source_row:420,0.6274416017426461,0.6019766187329308,0.1572277203869634,0.0989503636956214,0.8150024668656783,True,source_row:420,0.6217090697846288,0.6445888617070911,0.1572277203869634,0.0989503636956214,0.8150024668656783,True,source_row:420,0.6392537080659508,0.6009005509585855,0.1857739657637086,0.0989503636956214,0.8059450099896139
14,axis_edge_parallel,2.0,response_tables/trial_00014_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,True,source_row:420,0.4990951066530442,0.8132066729846363,0.066656393483923,0.0503900274634361,,True,source_row:420,0.4218778668143272,0.7951761177779849,0.066656393483923,0.0503900274634361,1.1509425824556845,True,source_row:420,0.4365491423836261,0.7989262756102974,0.066656393483923,0.0503900274634361,1.1509425824556845,True,source_row:420,0.39889774546333,0.7965505512090889,0.0731727805489901,0.0503900274634361,1.1291630268016206
14,axis_edge_orthogonal,2.0,response_tables/trial_00014_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,True,source_row:420,0.6829957501761328,0.7509544742309063,0.1067542205443164,0.1211335361003875,,True,source_row:420,0.4006720977436089,0.7170509785460646,0.1067542205443164,0.1211335361003875,0.949246352927844,True,source_row:420,0.4543135917057839,0.7251819027099882,0.1067542205443164,0.1211335361003875,0.949246352927844,True,source_row:420,0.3754617509240461,0.7125108043178079,0.1088236034670022,0.1211335361003875,0.9287199507518836
15,axis_edge_parallel,0.5,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,True,source_row:454,0.0,0.962223506861434,0.0352040006852646,0.0183938909322023,,True,source_row:454,0.0,0.9488965919491068,0.0352040006852646,0.0183938909322023,0.7974480803632105,True,source_row:454,0.0,0.9515282519843712,0.0352040006852646,0.0183938909322023,0.7974480803632105,True,source_row:454,0.0,0.947553059602317,0.0408935552805213,0.0183938909322023,0.7981692455640541
15,axis_edge_orthogonal,0.5,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,True,source_row:454,0.0,0.8402077133236158,0.0310369739316307,0.0215728152543306,,True,source_row:454,0.0,0.7991199918180805,0.0310369739316307,0.0215728152543306,0.999382255232092,True,source_row:454,0.0,0.8063079557333316,0.0310369739316307,0.0215728152543306,0.999382255232092,True,source_row:454,0.0,0.7980881698231476,0.0411473481375813,0.0215728152543306,1.0040783970037523
16,axis_edge_parallel,1.0,response_tables/trial_00016_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,True,source_row:454,0.0,0.975916042136277,0.0573946649263347,0.035708237439394,,True,source_row:454,0.0,0.9604510432565762,0.0573946649263347,0.035708237439394,0.6301193807030359,True,source_row:454,0.0,0.963959767024567,0.0573946649263347,0.035708237439394,0.6301193807030359,True,source_row:454,0.0,0.9600079871164354,0.0629113592558192,0.035708237439394,0.6376122012708834
16,axis_edge_orthogonal,1.0,response_tables/trial_00016_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,True,source_row:454,0.0,0.780847111961341,0.050810403743929,0.043026216328144,,True,source_row:454,0.0,0.7697168226556262,0.050810403743929,0.043026216328144,0.4849637349809654,True,source_row:454,0.0,0.771958362974319,0.050810403743929,0.043026216328144,0.4849637349809654,True,source_row:454,0.0,0.7667083301160789,0.0526159121990445,0.043026216328144,0.487633241086371
17,axis_edge_parallel,2.0,response_tables/trial_00017_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,True,source_row:454,0.0,0.9976064542132403,0.1255609666760803,0.0845974832773208,,True,source_row:454,0.0,0.9969007511070688,0.1255609666760803,0.0845974832773208,0.951239626044071,True,source_row:454,0.0,0.9970464566823496,0.1255609666760803,0.0845974832773208,0.951239626044071,True,source_row:454,0.0,0.9949567776265684,0.1379016671169977,0.0845974832773208,0.904393870093827
17,axis_edge_orthogonal,2.0,response_tables/trial_00017_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,True,source_row:454,0.0,0.828217978449206,0.0992569456632198,0.093567281961441,,True,source_row:454,0.0,0.8524805227162509,0.0992569456632198,0.093567281961441,0.7765292164923494,True,source_row:454,0.0,0.8476245078654184,0.0992569456632198,0.093567281961441,0.7765292164923494,True,source_row:454,0.0,0.8240733432866145,0.1072398425455015,0.093567281961441,0.7460784110519398
18,axis_edge_parallel,0.5,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,True,source_row:455,0.0,0.9232036422807032,0.021393939680005,0.019874345511198,,True,source_row:455,0.0,0.9481518295777464,0.021393939680005,0.019874345511198,0.9265735509558796,True,source_row:455,0.0,0.9438649978240988,0.021393939680005,0.019874345511198,0.9265735509558796,True,source_row:455,0.0,0.9457056039805938,0.0282510438323754,0.019874345511198,0.9361377927480136
18,axis_edge_orthogonal,0.5,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,True,source_row:455,0.0,0.8471271167804737,0.0163614646933661,0.0202939249575138,,True,source_row:455,0.0,0.8465594641829246,0.0163614646933661,0.0202939249575138,1.0632894117089222,True,source_row:455,0.0,0.8466625966450967,0.0163614646933661,0.0202939249575138,1.0632894117089222,True,source_row:455,0.0,0.8433168245157129,0.0223173013920733,0.0202939249575138,1.08859891541789
19,axis_edge_parallel,1.0,response_tables/trial_00019_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,True,source_row:455,0.0,0.9838678274118992,0.077176197626915,0.0399310998618602,,True,source_row:455,0.0,0.95861246054925,0.077176197626915,0.0399310998618602,0.617508991274633,True,source_row:455,0.0,0.9655992262578104,0.077176197626915,0.0399310998618602,0.617508991274633,True,source_row:455,0.0,0.9600653170843716,0.0807968935037865,0.0399310998618602,0.6263991542150507
19,axis_edge_orthogonal,1.0,response_tables/trial_00019_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,True,source_row:455,0.0,0.763921996666068,0.0483390776907202,0.0434504225850105,,True,source_row:455,0.0,0.7525822814529853,0.0483390776907202,0.0434504225850105,0.7825523239162067,True,source_row:455,0.0,0.7547533596204521,0.0483390776907202,0.0434504225850105,0.7825523239162067,True,source_row:455,0.0,0.7519208762592743,0.0491150944736352,0.0434504225850105,0.7951501392464593
20,axis_edge_parallel,2.0,response_tables/trial_00020_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,True,source_row:455,0.0,0.9991723674982111,0.0986961322930586,0.0729313939809799,,True,source_row:455,0.0,0.9968512071713598,0.0986961322930586,0.0729313939809799,0.8857843721574454,True,source_row:455,0.0,0.9974351161004078,0.0986961322930586,0.0729313939809799,0.8857843721574454,True,source_row:455,0.0,0.994872116136266,0.1466289240922629,0.0729313939809799,0.8695587178365258
20,axis_edge_orthogonal,2.0,response_tables/trial_00020_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,True,source_row:455,0.0,0.7888767276083877,0.115211578560361,0.078880988061428,,True,source_row:455,0.0,0.7583860487646104,0.115211578560361,0.078880988061428,0.8367541566497039,True,source_row:455,0.0,0.7642902782377484,0.115211578560361,0.078880988061428,0.8367541566497039,True,source_row:455,0.0,0.7295916525234024,0.1317922682860368,0.078880988061428,0.8728237946858144
21,axis_edge_parallel,0.5,response_tables/trial_00021_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,True,source_row:966,1.0797140550283757,0.9496416705496352,0.0214655582178129,0.0168074928224086,,True,source_row:966,1.266927032488354,0.9198557853472532,0.0214655582178129,0.0168074928224086,0.8104742037662618,True,source_row:966,1.2313565667709554,0.930969273338513,0.0214655582178129,0.0168074928224086,0.8104742037662618,True,source_row:966,1.260294086893225,0.9193558522468132,0.0241008350822177,0.0168074928224086,0.8104043561866661
21,axis_edge_orthogonal,0.5,response_tables/trial_00021_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,True,source_row:966,1.29468646232624,0.9286782308365454,0.0242196150408575,0.0149706620723009,,True,source_row:966,1.273519562543811,0.9225060669258248,0.0242196150408575,0.0149706620723009,0.7490900406720584,True,source_row:966,1.2851604968897163,0.9243153972743716,0.0242196150408575,0.0149706620723009,0.7490900406720584,True,source_row:966,1.2618782118578906,0.9318834684804058,0.0279096812574728,0.0149706620723009,0.7485034451331671
22,axis_edge_parallel,1.0,response_tables/trial_00022_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,True,source_row:966,0.7288787264305938,0.5438659969257708,0.0383967224328678,0.0344444289803504,,True,source_row:966,0.9323582026676148,0.5639538407510327,0.0383967224328678,0.0344444289803504,0.8406662458707501,True,source_row:966,0.893697102182557,0.5611394281429781,0.0383967224328678,0.0344444289803504,0.8406662458707501,True,source_row:966,0.9328413602742672,0.5617705366036421,0.0391355611196683,0.0344444289803504,0.8455352277212569
22,axis_edge_orthogonal,1.0,response_tables/trial_00022_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,True,source_row:966,1.37346410863546,0.849898084963771,0.0358666042208436,0.0332542210817337,,True,source_row:966,1.3185304982284831,0.92036104502227,0.0358666042208436,0.0332542210817337,0.789773119101028,True,source_row:966,1.340994715216027,0.9095752724451016,0.0358666042208436,0.0332542210817337,0.789773119101028,True,source_row:966,1.3249548283505987,0.9245053380873288,0.037369001110811,0.0332542210817337,0.7950743495642314
23,axis_edge_parallel,2.0,response_tables/trial_00023_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,True,source_row:966,1.1467538795859582,0.6526786466918084,0.0500611489063958,0.0625251829624176,,True,source_row:966,0.979987723885074,0.5995760157952095,0.0500611489063958,0.0625251829624176,0.8636028806765808,True,source_row:966,1.011673293468334,0.610720704792015,0.0500611489063958,0.0625251829624176,0.8636028806765808,True,source_row:966,0.937020854176808,0.5892612633693162,0.0491703631606213,0.0625251829624176,0.8618703566643262
23,axis_edge_orthogonal,2.0,response_tables/trial_00023_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,True,source_row:966,1.1289657550413494,0.7674855358247368,0.0915317354001996,0.0675372332334518,,True,source_row:966,0.7905519600436719,0.701886292740623,0.0915317354001996,0.0675372332334518,0.7390114462614292,True,source_row:966,0.8548505810932738,0.7173681578944372,0.0915317354001996,0.0675372332334518,0.7390114462614292,True,source_row:966,0.7786134288172661,0.6964452317251624,0.0905749100997364,0.0675372332334518,0.7205081260615316
