table_index,manifest_table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,likelihood_scale,n_candidates,n_timebins,n_units,observer_mode,latent,posterior_temperature,true_candidate_index_local,pred_candidate_index_local,true_candidate_id,pred_candidate_id,image_correct,true_rank,true_margin,candidate_posterior_true_mass,candidate_posterior_entropy,candidate_posterior_N_eff,candidate_posterior_N_eff_fraction,feature_mse,feature_neg_mse,feature_rmse,feature_l2_error,feature_cosine,feature_true_norm,feature_pred_norm,map_feature_cosine,map_feature_mse,map_feature_rmse,run_slug,run_label,run_family,run_dirname,n_trajectories,basis_dim,ridge,alpha,process_var,observation_var_floor,trajectory_initial_position,trajectory_initial_position_var,optimizer_max_iter,quadratic_continuation_scales,observation_continuation_scales
0,0.0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:25,source_row:25,True,1.0,0.06294035046198587,0.33674305720517594,1.2750111189268107,3.398643328852393,0.8496608322130983,0.20142438703638918,-0.20142438703638918,0.4488032832281747,24.875202852957553,0.8949956396335617,55.35716385314352,46.54280285607424,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
1,1.0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:25,source_row:25,True,1.0,0.06873978302570549,0.3378694087808749,1.2747023937636603,3.3971040509468557,0.8492760127367139,0.20078817898604004,-0.20078817898604004,0.4480939399122019,24.83588705573278,0.8953716305779158,55.35716385314352,46.5456109516439,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
2,6.0,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,3,source_row:76,source_row:4203,False,2.0,-0.13250067925980602,0.33633525105159207,1.1583901585697673,3.0382236301368004,0.7595559075342001,0.10428911762586858,-0.10428911762586858,0.3229382566774469,17.899054984737834,0.9284666706400193,47.34179291251737,47.30149500030595,0.8237351843954694,0.2779343607150047,0.5271948033839149,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
3,7.0,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,3,source_row:76,source_row:4203,False,2.0,-0.2483753100203785,0.33398874332775025,1.1298356386350445,2.9043080865916315,0.7260770216479079,0.10357934845228474,-0.10357934845228474,0.3218374565713021,17.838042449927592,0.9288132369873349,47.34179291251737,47.20578178816124,0.8237351843954694,0.2779343607150047,0.5271948033839149,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
4,12.0,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:87,source_row:87,True,1.0,2.41937821323188,0.8831592093671523,0.45754755193793595,1.2706404613622344,0.3176601153405586,0.003445671990381601,-0.003445671990381601,0.05869984659589496,3.2534757344188505,0.995103780476545,31.988853179568522,31.064659410763934,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
5,13.0,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:87,source_row:87,True,1.0,2.544150445641435,0.8944439242781309,0.42404223530078344,1.2410787958415608,0.3102696989603902,0.002810385745820862,-0.002810385745820862,0.053013071461865534,2.9382826635913855,0.9960057612111436,31.988853179568522,31.171642151280103,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
6,18.0,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:369,source_row:369,True,1.0,0.6694540617243661,0.4546979300295604,1.2657666778123244,3.190002252526045,0.7975005631315113,0.13464971594740524,-0.13464971594740524,0.3669464755892952,20.33823806012775,0.8850903883094496,43.55782142770001,36.920497920028716,1.0000000000000002,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
7,19.0,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:369,source_row:369,True,1.0,0.6625980177416295,0.4612483601346592,1.2588275004164065,3.150056048755333,0.7875140121888332,0.1306814006145405,-0.1306814006145405,0.3614988251910931,20.036298627437862,0.8888749724171754,43.55782142770001,36.92554312177341,1.0000000000000002,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
8,24.0,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:420,source_row:420,True,1.0,0.39103447223379817,0.5079933148215668,1.0950941057844337,2.5811497235850993,0.6452874308962748,0.12965569520762588,-0.12965569520762588,0.3600773461461105,19.957512261748125,0.9206963658894403,50.81129610299023,44.53477351468676,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
9,25.0,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:420,source_row:420,True,1.0,0.508261632509857,0.5260482814423436,1.095307149209476,2.561780512648222,0.6404451281620555,0.11773703667493317,-0.11773703667493317,0.34312830934642097,19.018101289702784,0.9289509427745276,50.81129610299023,44.39874172268817,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
10,30.0,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1.0,0.0,0.45704707165623937,0.978317505747215,2.368978936949152,0.592244734237288,0.0032122990948337776,-0.0032122990948337776,0.05667714790666321,3.1413663936779748,0.9971314644743521,38.62978874581035,37.37038872757095,0.9999999999999999,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
11,31.0,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1.0,0.0,0.4600622251733348,0.9614610713219899,2.3403833785511896,0.5850958446377974,0.0028950530780656896,-0.0028950530780656896,0.05380569744985832,2.982214455034681,0.9973868892935341,38.62978874581035,37.47769853294801,0.9999999999999999,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
12,36.0,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1.0,0.0,0.4521414515354239,1.0053302660268704,2.4168311684981063,0.6042077921245266,0.0036786378062987155,-0.0036786378062987155,0.06065177496412381,3.3616625858270868,0.9968031218062994,38.62978874581035,37.17404941311391,0.9999999999999999,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
13,37.0,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1.0,0.0,0.4534617621016657,0.9988490368001481,2.404167785858256,0.601041946464564,0.0035180087108210543,-0.0035180087108210543,0.0593128039365958,3.2874492786417675,0.996932627843492,38.62978874581035,37.22027937864912,0.9999999999999999,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
14,42.0,21,response_tables/trial_00021_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:966,source_row:966,True,1.0,1.3454982867851868,0.5719778043276162,1.1526800028452036,2.575250878801708,0.643812719700427,0.07713199111133331,-0.07713199111133331,0.2777264681504687,15.393163310184686,0.938496974298974,43.20788650402636,36.759864124783014,0.9999999999999999,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
15,43.0,21,response_tables/trial_00021_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:966,source_row:966,True,1.0,1.3339498448414133,0.5730011130239698,1.1510911594114543,2.569113883636222,0.6422784709090555,0.07675905673195357,-0.07675905673195357,0.27705424871666123,15.355905127362613,0.9388218808337321,43.20788650402636,36.7748155109907,0.9999999999999999,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
16,48.0,24,response_tables/trial_00024_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1249,source_row:1249,True,1.0,1.4629424561440487,0.6094057811299354,1.0974478215287133,2.3673758416595603,0.5918439604148901,0.03529508601123384,-0.03529508601123384,0.18786986456383534,10.41280482034069,0.9532533976215718,34.41165285343677,32.25247864240525,1.0000000000000002,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
17,49.0,24,response_tables/trial_00024_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1249,source_row:1249,True,1.0,1.484330271375427,0.6120281527390514,1.0935568690883504,2.3535785661100554,0.5883946415275139,0.03477555560846185,-0.03477555560846185,0.18648205170595333,10.335884424140723,0.9539679467773954,34.41165285343677,32.26114784796299,1.0000000000000002,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
18,54.0,27,response_tables/trial_00027_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1422,source_row:1422,True,1.0,0.040721751371961545,0.2885598243955375,1.3763232015097833,3.9231036148405436,0.9807759037101359,0.09313193375037199,-0.09313193375037199,0.3051752508811486,16.9145292716393,0.9351730998256823,47.40472271920179,46.37764897915795,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
19,55.0,27,response_tables/trial_00027_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1422,source_row:1422,True,1.0,0.03601326863753229,0.2871032304245839,1.3768038195265713,3.926737493659033,0.9816843734147582,0.09383734736778603,-0.09383734736778603,0.30632882229360336,16.978466689128282,0.9346835082845599,47.40472271920179,46.38109603853666,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
20,60.0,30,response_tables/trial_00030_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1425,source_row:1425,True,1.0,0.014653470774874222,0.28019202452855063,1.378310119976222,3.9386447391818296,0.9846611847954574,0.0807667687206144,-0.0807667687206144,0.2841949484431671,15.751682878655457,0.945503261425431,48.321366402134856,46.433178860204166,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
21,61.0,30,response_tables/trial_00030_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1425,source_row:1425,True,1.0,0.012676009533379329,0.2792540406512612,1.3786274887469143,3.941052350141146,0.9852630875352865,0.0812880712913568,-0.0812880712913568,0.2851106299164533,15.802435097384457,0.9451474509743842,48.321366402134856,46.43629910706228,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
22,66.0,33,response_tables/trial_00033_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1446,source_row:1446,True,1.0,2.076328136657935,0.8089998482581037,0.670801281113246,1.4931548893537077,0.3732887223384269,0.011882286210752477,-0.011882286210752477,0.10900589988965036,6.041720221876515,0.9849043248975471,34.78821755483096,33.77317900580393,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
23,67.0,33,response_tables/trial_00033_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1446,source_row:1446,True,1.0,2.115423879762375,0.8136376416286805,0.661903213881765,1.4786331789679708,0.3696582947419927,0.011224119402060641,-0.011224119402060641,0.10594394462195865,5.872009434863869,0.9857681808878835,34.78821755483096,33.7655272898477,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
24,72.0,36,response_tables/trial_00036_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1523,source_row:1523,True,1.0,1.3229285749377482,0.703173740527931,0.8600876360386418,1.8603634677314842,0.46509086693287105,0.05158523780235972,-0.05158523780235972,0.22712383803194178,12.588480866603765,0.9619299796337188,45.115038397764515,40.85844147436344,1.0000000000000002,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
25,73.0,36,response_tables/trial_00036_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1523,source_row:1523,True,1.0,1.3597750943977758,0.7135688791739573,0.8386296527756942,1.818466539068694,0.4546166347671735,0.04830233940156359,-0.04830233940156359,0.21977793201676002,12.181329428334305,0.9645088774986349,45.115038397764515,40.969512742805904,1.0000000000000002,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
26,78.0,39,response_tables/trial_00039_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1709,source_row:1709,True,1.0,0.24322984089408806,0.5493243099636219,0.7831143396822574,2.0513231107589167,0.5128307776897292,0.1355093499917651,-0.1355093499917651,0.3681159463970083,20.403056711549432,0.9281747842810933,54.78713570327037,50.087682315967,1.0000000000000002,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
27,79.0,39,response_tables/trial_00039_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1709,source_row:1709,True,1.0,0.23417703773785092,0.5474202252075592,0.7814573292379592,2.0513764971879693,0.5128441242969923,0.13687824321480943,-0.13687824321480943,0.36997059777070046,20.505851924655424,0.9274049014472958,54.78713570327037,50.101752532745955,1.0000000000000002,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
28,84.0,42,response_tables/trial_00042_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1918,source_row:1918,True,1.0,0.533256575474411,0.5809778424647316,0.9353664421759582,2.189120321859398,0.5472800804648495,0.06592994866473975,-0.06592994866473975,0.25676827815121506,14.23154251295623,0.9345274509710171,39.83355717057559,35.974035479920765,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
29,85.0,42,response_tables/trial_00042_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1918,source_row:1918,True,1.0,0.6120945344763982,0.6060986820157473,0.8917779364517663,2.0940776844261926,0.5235194211065481,0.05927904288807128,-0.05927904288807128,0.24347287916330904,13.49463670322973,0.9414972478138949,39.83355717057559,36.13140219855533,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
30,90.0,45,response_tables/trial_00045_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1945,source_row:1945,True,1.0,0.05724457908968361,0.2882867722758112,1.3779136882779461,3.9347415421811887,0.9836853855452972,0.16350329700929636,-0.16350329700929636,0.40435540927418834,22.411651621702458,0.8392270745894442,40.99625460433092,36.708369111176054,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
31,91.0,45,response_tables/trial_00045_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:1945,source_row:1945,True,1.0,0.0767137766659971,0.29291398648411876,1.3771085670520848,3.928107402629377,0.9820268506573443,0.16124981999612845,-0.16124981999612845,0.4015592359741318,22.25667196658356,0.8415286061731794,40.99625460433092,36.709386232155055,1.0,0.0,0.0,k5_ridge0p01,k=5 ridge=0.01,,,,,,,,,,,,,
0,0.0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:25,source_row:25,True,1.0,0.06966068578623208,0.33839334739415006,1.2722453445815611,3.3881044370774664,0.8470261092693666,0.2005047595677405,-0.2005047595677405,0.44777757823247527,24.818352511641436,0.8955167868567325,55.35716385314352,46.56593168186679,1.0,0.0,0.0,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
1,1.0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:25,source_row:25,True,1.0,0.059050568785153246,0.33708048777983773,1.272253468346086,3.388095412587364,0.847023853146841,0.20102124169492877,-0.20102124169492877,0.44835392458963574,24.85029686918893,0.8951971437496152,55.35716385314352,46.576200037334246,1.0,0.0,0.0,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
2,6.0,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,2,source_row:76,source_row:11021,False,3.0,-0.29046854080559115,0.2700176536523977,1.1406884226474758,3.020206649829408,0.755051662457352,0.13560447427176933,-0.13560447427176933,0.36824512796745773,20.41021668093887,0.9089443754324766,47.34179291251737,48.22753624661174,0.7588915779183177,0.4644320156094235,0.681492491234807,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
3,7.0,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,2,source_row:76,source_row:11021,False,3.0,-0.6250446020980007,0.2214891228166481,1.1508079584438058,2.9583550683232986,0.7395887670808247,0.15680568395414504,-0.15680568395414504,0.39598697447535447,21.947825885657412,0.8957255396872027,47.34179291251737,48.62354758489163,0.7588915779183177,0.4644320156094235,0.681492491234807,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
4,12.0,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:87,source_row:87,True,1.0,2.489502941660362,0.8912244246141472,0.43387733586113114,1.2493181540727543,0.31232953851818857,0.003001106094709201,-0.003001106094709201,0.05478235203703106,3.0363461467603896,0.9957654776458426,31.988853179568522,31.097428990291423,1.0,0.0,0.0,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
5,13.0,6,response_tables/trial_00006_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:87,source_row:87,True,1.0,2.591667560125586,0.9049042600365997,0.38815989827431896,1.2137822582832465,0.3034455645708116,0.002378931747830901,-0.002378931747830901,0.048774293924473175,2.7033457657755378,0.9966821449900666,31.988853179568522,31.155320120641075,1.0,0.0,0.0,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
6,18.0,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:369,source_row:369,True,1.0,0.6715049763194543,0.47541498871184285,1.2358213179395476,3.0446283568165096,0.7611570892041274,0.12502346439471132,-0.12502346439471132,0.35358657270138427,19.597757081374215,0.8939965702223671,43.55782142770001,37.164547094269835,1.0000000000000002,0.0,0.0,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
7,19.0,9,response_tables/trial_00009_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:369,source_row:369,True,1.0,0.6468541785637285,0.47509800791662354,1.2342052301670043,3.03899937847539,0.7597498446188475,0.12483594570338108,-0.12483594570338108,0.35332130660827843,19.583054542149103,0.8941702133979859,43.55782142770001,37.16843905689137,1.0000000000000002,0.0,0.0,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
8,24.0,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:420,source_row:420,True,1.0,0.5606705386392719,0.5511150285697493,1.0538667488027968,2.428069746664422,0.6070174366661055,0.10805736092819172,-0.10805736092819172,0.32872079479125094,18.21955577865182,0.9350470793433852,50.81129610299023,44.780541434964235,1.0,0.0,0.0,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
9,25.0,12,response_tables/trial_00012_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:420,source_row:420,True,1.0,0.6554483592792053,0.5565904707410756,1.070471651468901,2.458662856960243,0.6146657142400608,0.10202362296020125,-0.10202362296020125,0.31941136949113325,17.70357505516155,0.9395097720539266,50.81129610299023,44.49461816432118,1.0,0.0,0.0,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
10,30.0,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1.0,0.0,0.4547087884776175,0.9906825301623291,2.391290731860754,0.5978226829651885,0.003477182258154104,-0.003477182258154104,0.058967637379787434,3.268318206210865,0.9969169800152046,38.62978874581035,37.2880928586816,0.9999999999999999,0.0,0.0,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
11,31.0,15,response_tables/trial_00015_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:454,source_row:454,True,1.0,0.0,0.4593338949646212,0.9658069127444875,2.347342595687984,0.586835648921996,0.0029623212963730823,-0.0029623212963730823,0.05442721099204958,3.0166622320800367,0.9973357249008783,38.62978874581035,37.45017981500325,0.9999999999999999,0.0,0.0,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
12,36.0,18,response_tables/trial_00018_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,40,756,continuous_joint,pyramid_local_field,1.0,0,0,source_row:455,source_row:455,True,1.0,0.0,0.4554580301154926,0.9883742324427359,2.3848989440830635,0.5962247360207659,0.0033067684078643615,-0.0033067684078643615,0.057504507717781234,3.187223329005879,0.9970922464855762,38.62978874581035,37.29567817411024,0.9999999999999999,0.0,0.0,k10_ridge0p1,k=10 ridge=0.1,,,,,,,,,,,,,
