candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,basis_source,basis_dim,kalman_alpha,kalman_process_var,likelihood_scale,n_trials,known_accuracy,known_median_true_rank,known_median_true_margin,zero_accuracy,zero_median_true_rank,zero_median_true_margin,joint_accuracy,joint_median_true_rank,joint_median_true_margin,best_single_tau_accuracy,best_single_tau_median_true_rank,best_single_tau_median_true_margin,continuous_joint_accuracy,continuous_joint_median_true_rank,continuous_joint_median_true_margin,continuous_minus_zero_accuracy,joint_minus_zero_accuracy,median_trajectory_rmse,median_trajectory_corr_mean,run_label,run_slug,full_cache,continuous_score_mode,observation_model,time_smoothing_sigma,time_shrinkage,trajectory_prior_mean,trajectory_process_model,brownian_cov_floor,brownian_cov_scale,catalog_residual_aggregation,catalog_residual_top_k,catalog_residual_all_anchor_shrinkage,trajectory_initial_position,trajectory_initial_position_var,trajectory_basis_family,trajectory_basis_components,trajectory_basis_smoothing_sigma,trajectory_basis_coeff_prior_var,catalog_residual_anchor_smoothing_sigma,catalog_residual_anchor_smoothing_schedule,catalog_residual_refine_top_k,catalog_gaussian_smoothing_sigma,catalog_gaussian_cov_floor,catalog_gaussian_shrinkage
hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,50,0.92,0.001,0.5,128,1.0,1.0,0.4452712244078043,0.3359375,2.0,-0.7067944679378115,0.6796875,1.0,0.0360045598410181,0.6640625,1.0,0.0898453219796664,0.390625,2.0,-28.244567034518013,0.0546875,0.34375,0.4350300956685661,0.0025570924514952,"Kalman marginal, k=50",kalman_k50,True,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,50,0.92,0.001,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.6796875,1.0,0.0853541501348331,0.6640625,1.0,0.1796906439593328,0.390625,2.0,-56.48913406903603,0.0546875,0.34375,0.4350300956685661,0.0025570924514952,"Kalman marginal, k=50",kalman_k50,True,,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,5,0.92,0.001,0.5,128,1.0,1.0,0.2919276750441852,0.609375,1.0,0.0212878933918858,0.7578125,1.0,0.1329679371063719,0.828125,1.0,0.1443271387466467,0.6875,1.0,0.0543266327776805,0.078125,0.1484375,0.0692618124324544,-0.0167107529495008,"Linear Poisson profile, k=5",poisson_k5,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,5,0.92,0.001,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.78125,1.0,0.252654889475508,0.828125,1.0,0.2886542774932934,0.6875,1.0,0.1086532655553611,0.078125,0.171875,0.0692618124324544,-0.0167107529495008,"Linear Poisson profile, k=5",poisson_k5,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,5,0.92,0.001,0.5,128,1.0,1.0,0.3801102579001991,0.390625,2.0,-0.151501487817427,0.7734375,1.0,0.108204144000723,0.875,1.0,0.1504058653767686,0.4140625,2.0,-0.1099415658078584,0.0234375,0.3828125,0.142748266792058,0.0312301917679859,"Linear Poisson profile, k=5",poisson_k5,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,5,0.92,0.001,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.8046875,1.0,0.2709082706304855,0.875,1.0,0.3008117307535372,0.4140625,2.0,-0.2198831316157168,0.0234375,0.4140625,0.142748266792058,0.0312301917679859,"Linear Poisson profile, k=5",poisson_k5,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,5,0.92,0.001,0.5,128,1.0,1.0,0.4452712244078043,0.3359375,2.0,-0.7067944679378115,0.765625,1.0,0.1095223022809648,0.734375,1.0,0.122555333063218,0.3359375,2.0,-0.8415858765981312,0.0,0.4296875,0.1405043659851874,0.0219712963990105,"Linear Poisson profile, k=5",poisson_k5,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,5,0.92,0.001,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.7421875,1.0,0.2199162532766649,0.734375,1.0,0.2451106661264361,0.3359375,2.0,-1.6831717531962624,0.0,0.40625,0.1405043659851874,0.0219712963990105,"Linear Poisson profile, k=5",poisson_k5,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,5,0.92,0.001,0.5,128,1.0,1.0,0.2919276750441852,0.609375,1.0,0.0212878933918858,0.765625,1.0,0.097425358142523,0.8359375,1.0,0.1539940050964219,0.6640625,1.0,0.0339714675016153,0.0546875,0.15625,0.0858346151423295,0.0732828671440672,"Linear Poisson profile, k=5",poisson_k5,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,5,0.92,0.001,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.8125,1.0,0.3002345117076572,0.8359375,1.0,0.3079880101928438,0.6640625,1.0,0.0679429350032307,0.0546875,0.203125,0.0858346151423295,0.0732828671440672,"Linear Poisson profile, k=5",poisson_k5,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,5,0.92,0.001,0.5,128,1.0,1.0,0.3801102579001991,0.390625,2.0,-0.151501487817427,0.7421875,1.0,0.113690639930283,0.765625,1.0,0.1355458587859743,0.46875,2.0,-0.0487470475061115,0.078125,0.3515625,0.1536482675644474,0.0294645621048922,"Linear Poisson profile, k=5",poisson_k5,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,5,0.92,0.001,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.796875,1.0,0.2351539418185098,0.765625,1.0,0.2710917175719487,0.46875,2.0,-0.0974940950122231,0.078125,0.40625,0.1536482675644474,0.0294645621048922,"Linear Poisson profile, k=5",poisson_k5,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,5,0.92,0.001,0.5,128,1.0,1.0,0.4452712244078043,0.3359375,2.0,-0.7067944679378115,0.6796875,1.0,0.0360045598410181,0.6640625,1.0,0.0898453219796664,0.375,2.0,-0.5351476770662771,0.0390625,0.34375,0.1623107533328474,0.016068738955441,"Linear Poisson profile, k=5",poisson_k5,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,5,0.92,0.001,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.6796875,1.0,0.0853541501348331,0.6640625,1.0,0.1796906439593328,0.375,2.0,-1.0702953541325542,0.0390625,0.34375,0.1623107533328474,0.016068738955441,"Linear Poisson profile, k=5",poisson_k5,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,0.5,128,1.0,1.0,0.2919276750441852,0.609375,1.0,0.0212878933918858,0.7578125,1.0,0.1329679371063719,0.828125,1.0,0.1443271387466467,0.6953125,1.0,0.0598580329133753,0.0859375,0.1484375,0.0845159710878529,0.0115815774824311,"Linear Poisson profile, k=10",poisson_k10,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.78125,1.0,0.252654889475508,0.828125,1.0,0.2886542774932934,0.6953125,1.0,0.1197160658267506,0.0859375,0.171875,0.0845159710878529,0.0115815774824311,"Linear Poisson profile, k=10",poisson_k10,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,0.5,128,1.0,1.0,0.3801102579001991,0.390625,2.0,-0.151501487817427,0.7734375,1.0,0.108204144000723,0.875,1.0,0.1504058653767686,0.4609375,2.0,-0.0257346507887774,0.0703125,0.3828125,0.1968923612792683,0.033092877052645,"Linear Poisson profile, k=10",poisson_k10,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.8046875,1.0,0.2709082706304855,0.875,1.0,0.3008117307535372,0.4609375,2.0,-0.0514693015775549,0.0703125,0.4140625,0.1968923612792683,0.033092877052645,"Linear Poisson profile, k=10",poisson_k10,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,0.5,128,1.0,1.0,0.4452712244078043,0.3359375,2.0,-0.7067944679378115,0.765625,1.0,0.1095223022809648,0.734375,1.0,0.122555333063218,0.3125,2.0,-0.7915795259364131,-0.0234375,0.4296875,0.2197477025102575,0.0206325177685361,"Linear Poisson profile, k=10",poisson_k10,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.7421875,1.0,0.2199162532766649,0.734375,1.0,0.2451106661264361,0.3125,2.0,-1.5831590518728262,-0.0234375,0.40625,0.2197477025102575,0.0206325177685361,"Linear Poisson profile, k=10",poisson_k10,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,0.5,128,1.0,1.0,0.2919276750441852,0.609375,1.0,0.0212878933918858,0.765625,1.0,0.097425358142523,0.8359375,1.0,0.1539940050964219,0.6796875,1.0,0.0355402896545484,0.0703125,0.15625,0.1010352809210944,0.0679879252704547,"Linear Poisson profile, k=10",poisson_k10,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.8125,1.0,0.3002345117076572,0.8359375,1.0,0.3079880101928438,0.6796875,1.0,0.0710805793090969,0.0703125,0.203125,0.1010352809210944,0.0679879252704547,"Linear Poisson profile, k=10",poisson_k10,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,0.5,128,1.0,1.0,0.3801102579001991,0.390625,2.0,-0.151501487817427,0.7421875,1.0,0.113690639930283,0.765625,1.0,0.1355458587859743,0.4921875,2.0,-0.0077752773603805,0.1015625,0.3515625,0.223610752559885,0.0449774665416198,"Linear Poisson profile, k=10",poisson_k10,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.796875,1.0,0.2351539418185098,0.765625,1.0,0.2710917175719487,0.4921875,2.0,-0.015550554720761,0.1015625,0.40625,0.223610752559885,0.0449774665416198,"Linear Poisson profile, k=10",poisson_k10,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,0.5,128,1.0,1.0,0.4452712244078043,0.3359375,2.0,-0.7067944679378115,0.6796875,1.0,0.0360045598410181,0.6640625,1.0,0.0898453219796664,0.34375,2.0,-0.5039185153095218,0.0078125,0.34375,0.2603827566277692,0.0202539146632565,"Linear Poisson profile, k=10",poisson_k10,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.6796875,1.0,0.0853541501348331,0.6640625,1.0,0.1796906439593328,0.34375,2.0,-1.0078370306190436,0.0078125,0.34375,0.2603827566277692,0.0202539146632565,"Linear Poisson profile, k=10",poisson_k10,True,linear_poisson_profile,,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.78125,1.0,0.252654889475508,0.828125,1.0,0.2886542774932934,0.7109375,1.0,0.098232919083216,0.1015625,0.171875,0.0339850734781213,-0.014729239622873,"Linear Poisson profile, k=10, A(t)",poisson_k10_timevary,True,linear_poisson_profile,time_varying,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.8046875,1.0,0.2709082706304855,0.875,1.0,0.3008117307535372,0.515625,1.0,0.0,0.125,0.4140625,0.0834676742095908,0.0125432806011614,"Linear Poisson profile, k=10, A(t)",poisson_k10_timevary,True,linear_poisson_profile,time_varying,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.8905424488156086,0.3359375,2.0,-1.413588935875623,0.7421875,1.0,0.2199162532766649,0.734375,1.0,0.2451106661264361,0.375,2.0,-0.4231807788459889,0.0390625,0.40625,0.1272634871755382,0.0300702574713249,"Linear Poisson profile, k=10, A(t)",poisson_k10_timevary,True,linear_poisson_profile,time_varying,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.5838553500883705,0.609375,1.0,0.0425757867837717,0.8125,1.0,0.3002345117076572,0.8359375,1.0,0.3079880101928438,0.6953125,1.0,0.1044151756583744,0.0859375,0.203125,0.0354904211883548,0.0270557217853602,"Linear Poisson profile, k=10, A(t)",poisson_k10_timevary,True,linear_poisson_profile,time_varying,,,,,,,,,,,,,,,,,,,,,
hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0.92,0.001,1.0,128,1.0,1.0,0.7602205158003983,0.390625,2.0,-0.303002975634854,0.796875,1.0,0.2351539418185098,0.765625,1.0,0.2710917175719487,0.5390625,1.0,0.0,0.1484375,0.40625,0.089093995497011,0.0511392093360915,"Linear Poisson profile, k=10, A(t)",poisson_k10_timevary,True,linear_poisson_profile,time_varying,,,,,,,,,,,,,,,,,,,,,
