table_index,manifest_table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,prior_scale,axis_catalog_mode,likelihood_scale,n_candidates,n_trajectories,n_timebins,n_units,true_candidate_index,true_image_id,true_trajectory_index,nearest_trajectory_index,nearest_trajectory_distance,kalman_alpha,kalman_process_var,observation_model,time_smoothing_sigma,time_shrinkage,continuous_score_mode,catalog_residual_aggregation,catalog_residual_top_k,catalog_residual_all_anchor_shrinkage,basis_source,basis_dim,known_pred_candidate_index,known_pred_image_id,known_correct,known_true_rank,known_true_margin,known_true_score,zero_pred_candidate_index,zero_pred_image_id,zero_correct,zero_true_rank,zero_true_margin,zero_true_score,joint_pred_candidate_index,joint_pred_image_id,joint_correct,joint_true_rank,joint_true_margin,joint_true_score,best_single_tau_pred_candidate_index,best_single_tau_pred_image_id,best_single_tau_correct,best_single_tau_true_rank,best_single_tau_true_margin,best_single_tau_true_score,continuous_joint_pred_candidate_index,continuous_joint_pred_image_id,continuous_joint_correct,continuous_joint_true_rank,continuous_joint_true_margin,continuous_joint_true_score,continuous_joint_minus_zero_true_score,continuous_joint_score_corr_with_zero,catalog_residual_true_best_anchor_index,catalog_residual_true_best_anchor_score,catalog_residual_true_anchor_logmean_score,catalog_residual_true_anchor_score_gap,catalog_residual_true_anchor_aggregate_count,trajectory_rmse,trajectory_corr_x,trajectory_corr_y,trajectory_corr_mean,trajectory_r2,trajectory_hat_rms,trajectory_true_rms,true_residual_lift,continuous_top_comp_residual_lift,true_lift_minus_top_comp_lift,transition_best_to_residual,margin_gain_vs_best_single
68,68,34,response_tables/trial_00034_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:1446,-1,14,0.0352808721363544,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1446,True,1.0,2.650218432166924,-393.1902905159407,0,source_row:1446,True,1.0,3.827223838181226,-395.29255351195445,0,source_row:1446,True,1.0,1.5242443928642615,-395.49515996093714,0,source_row:1446,True,1.0,1.6444644706123768,-393.9096689003678,0,source_row:1446,True,1.0,1.7371254738282005,-394.1275964903243,1.16495702163013,0.9973787191435398,7,-393.8120168430719,-395.14877690834095,1.3367600652690612,2,0.0417117881057033,0.2712945929985152,0.1717276070361021,0.2215111000173087,-4.596505392178613,0.0418360561967665,0.0176319499490404,-0.21792758995650274,-0.31058859317232645,0.09266100321582371,both_correct,0.09266100321582371
69,69,34,response_tables/trial_00034_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:1446,-1,13,0.0328179560601711,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1446,True,1.0,2.650218432166924,-393.1902905159407,0,source_row:1446,True,1.0,3.827223838181226,-395.29255351195445,0,source_row:1446,True,1.0,1.3998035307154169,-396.48926511429215,0,source_row:1446,True,1.0,1.4405405136316176,-394.7498908273234,0,source_row:1446,True,1.0,1.7821495983883435,-394.7003801206075,0.5921733913469325,0.9922076606983647,7,-394.44667642835145,-395.7777841307109,1.3311077023594748,2,0.0665498974899251,-0.4041184398116867,0.1669581121447849,-0.1185801638334509,-13.246037820103115,0.0606980682976855,0.0176319499490404,0.04951070671586422,-0.29209837804091876,0.341609084756783,both_correct,0.3416090847567259
70,70,35,response_tables/trial_00035_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:1446,-1,11,0.0730594769120216,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1446,True,1.0,2.6612984958150605,-483.2480473462068,0,source_row:1446,True,1.0,6.264031315933437,-494.4596543646513,0,source_row:1446,True,1.0,1.4653503253545068,-486.4055544194501,0,source_row:1446,True,1.0,1.1111967159118876,-485.7689628464491,0,source_row:1446,True,1.0,1.2357634184214137,-485.41065204025847,9.04900232439286,0.9843463951135748,11,-485.3049025285135,-485.77272068719935,0.4678181586858727,2,0.1099903421772086,-0.4271500842574388,-0.0398609623425094,-0.2335055232999741,-8.728556964448728,0.0952945458148277,0.0352638998980808,0.35831080619061595,0.2337441036810901,0.12456670250952584,both_correct,0.12456670250952606
71,71,35,response_tables/trial_00035_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:1446,-1,3,0.0625126361846923,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1446,True,1.0,2.6612984958150605,-483.2480473462068,0,source_row:1446,True,1.0,6.264031315933437,-494.4596543646513,0,source_row:1446,True,1.0,2.126678173987102,-486.8905544247563,0,source_row:1446,True,1.0,2.5320611999326843,-485.4555347948962,0,source_row:1446,True,1.0,2.3311143202880658,-485.3605518473462,9.09910251730514,0.9559028417310964,11,-484.8984921396234,-486.1297749788602,1.231282839236826,2,0.0575713131620353,0.3547766858270923,0.069473492723222,0.2121250892751572,-1.6653337032369122,0.0548876240311268,0.0352638998980808,0.09498294755002235,0.29592982719458405,-0.2009468796445617,both_correct,-0.20094687964461855
72,72,36,response_tables/trial_00036_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:1523,-1,3,0.0252404808998107,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1523,True,1.0,1.7800129145272194,-345.5122610685296,3,source_row:10803,False,2.0,-0.5695685171708647,-349.77525550462485,0,source_row:1523,True,1.0,1.02821980727947,-347.27043107485696,0,source_row:1523,True,1.0,1.3498527893979713,-346.1239380523003,0,source_row:1523,True,1.0,1.2513292659916146,-346.1835023909544,3.5917531136704497,0.4738679263344428,6,-346.00162301776635,-346.8480276265501,0.8464046087837573,2,0.0458550968612218,0.350217668495061,0.1643387305995167,0.2572781995472888,-7.2898479818296575,0.044568198662096,0.0159262794526116,-0.059564338654126914,0.0389591847522297,-0.09852352340635662,both_correct,-0.09852352340635662
73,73,36,response_tables/trial_00036_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,16,40,756,0,source_row:1523,-1,11,0.0159239433705806,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1523,True,1.0,1.7800129145272194,-345.5122610685296,3,source_row:10803,False,2.0,-0.5695685171708647,-349.77525550462485,0,source_row:1523,True,1.0,1.571388440513715,-347.2791641456117,0,source_row:1523,True,1.0,1.6579348056758365,-346.0510170259113,0,source_row:1523,True,1.0,1.750386151129362,-346.0966588462286,3.678596658396259,0.5369709909941568,10,-345.9190011834637,-346.8229049335289,0.903903750065183,2,0.0368776263433195,0.1010011220265012,0.3127445241815794,0.2068728231040403,-4.361635122550171,0.0347381636861843,0.0159262794526116,-0.04564182031731434,-0.1380931657708402,0.09245134545352585,both_correct,0.0924513454535254
74,74,37,response_tables/trial_00037_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:1523,-1,4,0.048790518194437,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1523,True,1.0,2.534346389264954,-450.0358582729722,3,source_row:10803,False,3.0,-4.662671966353685,-468.3458522679956,0,source_row:1523,True,1.0,1.094363758906752,-452.65458408656497,0,source_row:1523,True,1.0,1.1626322777509586,-451.3982026172422,0,source_row:1523,True,1.0,1.3082393634167602,-451.3090230432901,17.03682922470557,-0.4384395024479038,11,-451.07211263839673,-451.9487343603431,0.8766217219463215,2,0.1028014006452339,0.8885464893204994,0.0875936607899386,0.488070075055219,-9.416202363278076,0.1038790391594645,0.0318525589052232,0.08917957395209442,-0.0564275117135935,0.14560708566568792,both_correct,0.1456070856658016
75,75,37,response_tables/trial_00037_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:1523,-1,3,0.0344011411070823,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1523,True,1.0,2.534346389264954,-450.0358582729722,3,source_row:10803,False,3.0,-4.662671966353685,-468.3458522679956,0,source_row:1523,True,1.0,2.1062195801982853,-452.1262940881039,0,source_row:1523,True,1.0,1.913685179020149,-450.9362734282814,0,source_row:1523,True,1.0,2.0801841111019144,-450.9851032539461,17.360749014049475,-0.4061409804588364,3,-450.7679863341999,-451.53454803689726,0.7665617026974019,2,0.0398238133230809,0.4602828543393218,0.3742442773991321,0.4172635658692269,-0.5631369596936266,0.0408891908762126,0.0318525589052232,-0.048829825664654436,-0.21532875774653348,0.16649893208187905,both_correct,0.16649893208176536
76,76,38,response_tables/trial_00038_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:1523,-1,8,0.0963195338845253,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1523,True,1.0,5.768045009372031,-564.3732335490411,2,source_row:5781,False,4.0,-10.957994326221636,-608.6529382937977,3,source_row:10803,False,3.0,-0.8623296940003229,-572.8500077016182,3,source_row:10803,False,2.0,-0.2362389717429778,-570.8094079171047,3,source_row:10803,False,3.0,-0.5371245928986355,-569.9155424169676,38.73739587683008,-0.2611218586220205,10,-569.3816322628131,-571.0659442159008,1.684311953087672,2,0.1539021327889503,0.6811138051102875,0.0685913694182501,0.3748525872642688,-4.836340621686945,0.1479377255794546,0.0637051178104465,0.8938655001371671,1.1947511212928248,-0.30088562115565765,both_wrong,-0.30088562115565765
77,77,38,response_tables/trial_00038_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:1523,-1,13,0.0636957734823226,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1523,True,1.0,5.768045009372031,-564.3732335490411,2,source_row:5781,False,4.0,-10.957994326221636,-608.6529382937977,0,source_row:1523,True,1.0,2.5428409073429066,-569.1254132694637,0,source_row:1523,True,1.0,2.30462562385128,-567.8214450260859,0,source_row:1523,True,1.0,1.726759219491555,-567.8152891719474,40.83764912185029,-0.6499947767973918,1,-567.6098976453743,-568.4123724086987,0.802474763324426,2,0.0558152633779372,0.8596570783403176,-0.195037692107095,0.3323096931166113,0.2323605061143987,0.0853963809312394,0.0637051178104465,0.006155854138569339,0.5840222584982939,-0.5778664043597246,both_correct,-0.577866404359725
78,78,39,response_tables/trial_00039_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:1709,-1,13,0.017750896513462,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1709,True,1.0,0.3013658341605776,-242.3292866335265,0,source_row:1709,True,1.0,0.2190619971342755,-242.5970620884039,0,source_row:1709,True,1.0,0.3553284392843068,-242.9682762372672,0,source_row:1709,True,1.0,0.2406007219848334,-242.52800408115408,0,source_row:1709,True,1.0,0.2537005047415732,-242.6043412374584,-0.0072791490545114,0.9980117927080964,6,-242.52215120277577,-242.93304054926853,0.4108893464927519,2,0.0309996905736255,-0.7814069308261937,-0.6896431006070285,-0.7355250157166111,-4.966135235876467,0.0223527257883119,0.01269143740681,-0.07633715630433358,-0.08943693906107342,0.013099782756739842,both_correct,0.013099782756739786
79,79,39,response_tables/trial_00039_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,16,40,756,0,source_row:1709,-1,13,0.0187294147908687,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1709,True,1.0,0.3013658341605776,-242.3292866335265,0,source_row:1709,True,1.0,0.2190619971342755,-242.5970620884039,0,source_row:1709,True,1.0,0.2487303853544062,-243.43601369105892,0,source_row:1709,True,1.0,0.1418979996088296,-242.60714400163835,0,source_row:1709,True,1.0,0.1923503883069486,-242.698062130403,-0.1010000419991001,0.9998559620801222,13,-242.54682044111888,-243.3213598752655,0.7745394341466181,2,0.0227257330683503,0.1671985312138373,0.0017676722712942,0.0844831017425657,-2.206373998782351,0.0189256108292339,0.01269143740681,-0.0909181287646561,-0.14137051746274665,0.050452388698090544,both_correct,0.050452388698118994
80,80,40,response_tables/trial_00040_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:1709,-1,15,0.0344292521476745,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1709,True,1.0,0.4435994050168688,-273.3021185012193,1,source_row:8547,False,2.0,-0.2911236873876532,-275.0611662163843,0,source_row:1709,True,1.0,0.1593391495450191,-274.571593122938,0,source_row:1709,True,1.0,0.2368211467196488,-273.91093293512154,0,source_row:1709,True,1.0,0.2448602424748287,-273.9902350727921,1.0709311435922473,0.9852491366717048,14,-273.8728505497092,-274.3670986249058,0.4942480751965945,2,0.0618055976766895,-0.7243066753099643,-0.7092537072551686,-0.7167801912825664,-4.928898361115904,0.0463823249708957,0.02538287481362,-0.07930213767053829,-0.0873412334257182,0.008039095755179915,both_correct,0.008039095755179915
81,81,40,response_tables/trial_00040_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:1709,-1,15,0.0316557250916957,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1709,True,1.0,0.4435994050168688,-273.3021185012193,1,source_row:8547,False,2.0,-0.2911236873876532,-275.0611662163843,0,source_row:1709,True,1.0,0.1798603295431462,-274.99963514509164,0,source_row:1709,True,1.0,0.0064934716905327,-274.1428123008,0,source_row:1709,True,1.0,0.1512883871133681,-274.1680690932096,0.8930971231747549,0.9940814957094976,15,-274.00832607817574,-274.8213476759714,0.8130215977956823,2,0.06150696085808,0.0295300551146705,-0.0042157333709502,0.0126571608718601,-4.87174141145626,0.0559760976030457,0.02538287481362,-0.025256792409606987,-0.1700517078324424,0.1447949154228354,both_correct,0.1447949154228354
82,82,41,response_tables/trial_00041_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:1709,-1,2,0.0710035860538482,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1709,True,1.0,0.832515145775858,-367.7900607448579,2,source_row:87,False,4.0,-4.3682706263704745,-379.6977178991351,0,source_row:1709,True,1.0,0.3421554299115996,-371.0659051123318,0,source_row:1709,True,1.0,0.3846248304514006,-370.0697566927447,0,source_row:1709,True,1.0,0.5153307040979485,-370.1384919596504,9.559225939484634,-0.9006470770195343,6,-369.97920778774113,-370.8152935022104,0.8360857144692773,2,0.1003945884946848,-0.2175940956111521,-0.0587278081350415,-0.1381609518730968,-2.910920616917366,0.0808126455734614,0.0507657496272401,-0.06873526690571907,-0.19944114055226692,0.13070587364654784,both_correct,0.13070587364654784
83,83,41,response_tables/trial_00041_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:1709,-1,12,0.0674298554658889,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1709,True,1.0,0.832515145775858,-367.7900607448579,2,source_row:87,False,4.0,-4.3682706263704745,-379.6977178991351,0,source_row:1709,True,1.0,0.3341624258126785,-371.0562396300168,0,source_row:1709,True,1.0,0.2431513011027846,-370.1752020717139,0,source_row:1709,True,1.0,0.2478993626907026,-370.12524046487295,9.572477434262112,-0.9215016003040808,12,-369.8430586681693,-370.8385923396343,0.9955336714649548,2,0.0664656613816105,-0.259198772006064,0.3013550224908835,0.0210781252424097,-0.7141667005978427,0.0529394938302549,0.0507657496272401,0.0499616068409523,0.04521354525297738,0.004748061587974917,both_correct,0.00474806158791799
84,84,42,response_tables/trial_00042_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:1918,-1,0,0.0155825717374682,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1918,True,1.0,1.3903496705291332,-381.5056887316979,0,source_row:1918,True,1.0,1.8009980052944456,-382.2276362717803,0,source_row:1918,True,1.0,0.9349133424447018,-382.626079668284,0,source_row:1918,True,1.0,0.8781853896882694,-381.8774362064632,0,source_row:1918,True,1.0,0.5188118665974457,-381.9885483585041,0.2390879132761938,0.8944585131014513,0,-381.8448077378675,-382.4840106257079,0.6392028878404403,2,0.0288187183491604,0.2146534278154666,0.3756532674096584,0.2951533476125625,-4.647082835684297,0.0286564158229983,0.0121272570617467,-0.11111215204090286,0.24826137104992085,-0.3593735230908237,both_correct,-0.3593735230908237
85,85,42,response_tables/trial_00042_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,1.0,4,16,40,756,0,source_row:1918,-1,10,0.0192721914499998,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1918,True,1.0,1.3903496705291332,-381.5056887316979,0,source_row:1918,True,1.0,1.8009980052944456,-382.2276362717803,0,source_row:1918,True,1.0,1.0525469536736978,-382.9788616096755,0,source_row:1918,True,1.0,0.8557087449835876,-382.056136011584,0,source_row:1918,True,1.0,0.7782374487056813,-382.2175703306327,0.0100659411476158,0.917310037006236,10,-382.02360640156166,-382.8724273245248,0.8488209229631138,2,0.0284219698665535,0.2787450675795685,-0.2043957660441844,0.037174650767692,-4.492665891306538,0.0250131889858683,0.0121272570617467,-0.1614343190487375,-0.08396302277083123,-0.07747129627790628,both_correct,-0.07747129627790628
86,86,43,response_tables/trial_00043_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,1.0,4,16,40,756,0,source_row:1918,-1,6,0.0319028533995151,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1918,True,1.0,1.1988836587195235,-426.0843585300522,0,source_row:1918,True,1.0,3.0317888677374185,-429.3631786669682,0,source_row:1918,True,1.0,0.7411423416904768,-428.4158673992772,0,source_row:1918,True,1.0,0.8077762356521703,-427.16470957598494,0,source_row:1918,True,1.0,0.2786900191723589,-427.1011509640239,2.2620277029443514,0.9198200923259884,11,-426.9594107661816,-427.6898459661103,0.7304351999287064,2,0.0442806883284317,0.1428826421854538,0.2668409668152454,0.2048618045003496,-2.333063350802577,0.0404326973287527,0.0242545141234935,0.06355861196107071,0.5926448284409389,-0.5290862164798682,both_correct,-0.5290862164798114
87,87,43,response_tables/trial_00043_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,1.0,4,16,40,756,0,source_row:1918,-1,14,0.0368672274053096,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1918,True,1.0,1.1988836587195235,-426.0843585300522,0,source_row:1918,True,1.0,3.0317888677374185,-429.3631786669682,0,source_row:1918,True,1.0,0.6301375954445803,-429.0141586934429,0,source_row:1918,True,1.0,0.4835306807234474,-427.6763314023293,0,source_row:1918,True,1.0,0.4293924389938297,-427.5905875955139,1.7725910714543147,0.9406279069840208,14,-427.2417488295055,-428.3706184357719,1.1288696062663917,2,0.0523564158856588,0.4554340425519573,-0.4578946335393831,-0.0012302954937129,-3.6596646203697576,0.0418184919388924,0.0242545141234935,0.08574380681540106,0.13988204854513242,-0.05413824172973136,both_correct,-0.05413824172961773
88,88,44,response_tables/trial_00044_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,1.0,4,16,40,756,0,source_row:1918,-1,2,0.0680761486291885,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1918,True,1.0,1.0108172182140152,-534.4148825853933,0,source_row:1918,True,1.0,5.9307843775189895,-549.0091574054535,0,source_row:1918,True,1.0,0.7104290520702534,-538.1524450910152,0,source_row:1918,True,1.0,0.2714283155124803,-537.1239628906393,0,source_row:1918,True,1.0,0.250763772683058,-537.1490074985996,11.860149906853849,0.8905269688602282,8,-536.9978323384942,-537.6966504261894,0.6988180876952583,2,0.0901953119494859,0.1487391169307723,0.3763640019041807,0.2625515594174765,-2.4571862768449018,0.0843167319319371,0.0485090282469871,-0.02504460796035346,-0.004380065130931143,-0.020664542829422317,both_correct,-0.020664542829422317
89,89,44,response_tables/trial_00044_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,1.0,4,16,40,756,0,source_row:1918,-1,14,0.0675044879317283,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1918,True,1.0,1.0108172182140152,-534.4148825853933,0,source_row:1918,True,1.0,5.9307843775189895,-549.0091574054535,0,source_row:1918,True,1.0,0.7120815479324847,-538.5851178982136,0,source_row:1918,True,1.0,0.4076708039931418,-537.5912292588147,0,source_row:1918,True,1.0,0.6952211185370061,-537.5534398074569,11.455717597996568,0.9166709798033512,1,-537.3787793041299,-538.1580141729723,0.7792348688424227,2,0.0821104636533833,0.6318578879309222,-0.5883206688540099,0.0217686095384561,-1.865179660121356,0.0550656692934896,0.0485090282469871,0.03778945135775302,-0.24976086318611124,0.28755031454386426,both_correct,0.28755031454386426
90,90,45,response_tables/trial_00045_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,1.0,4,16,40,756,0,source_row:1945,-1,5,0.0215846840292215,0.7,0.01,time_varying,1.5,0.5,catalog_residual_profile,topk_logmeanexp,2,0.19,outputs/fixation_statistics_by_stimulus_all_sessions_after_review/backimage_image_disjoint_compact_basis_delta025_v1/image_disjoint_compact_basis_delta0p25_fold0of2.npz,10,0,source_row:1945,True,1.0,0.82127682259312,-250.3711312599134,1,source_row:10506,False,3.0,-0.6323274636201575,-252.5032000885323,0,source_row:1945,True,1.0,0.2908778734370969,-251.44025393861585,0,source_row:1945,True,1.0,0.3523944549158386,-250.76135127315348,0,source_row:1945,True,1.0,0.3625509980663253,-250.7950578723841,1.7081422161481612,0.1822363663318299,9,-250.71712387311743,-251.07094904337572,0.3538251702583466,2,0.0395184180874492,0.5129945956887372,-0.5018442054804394,0.0055751951041488,-6.055688162769531,0.0377567371676022,0.0148774966947485,-0.033706599230612255,-0.04386314238118416,0.010156543150571906,both_correct,0.010156543150486697
