table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,observation_scale,axis_catalog_mode,n_candidates,n_prior_trajectories,n_timebins,n_units,true_candidate_index,true_source_row,true_candidate_id,observer_mode,observer_label,train_bank,test_input,latent,feature_space_mode,feature_fit_scope,feature_preprocessing,feature_whitened,feature_weighted,feature_variance_fraction,fold,n_train_samples,n_fit_sources,feature_mse,feature_neg_mse,feature_rmse,feature_l2_error,feature_cosine,feature_true_norm,feature_pred_norm
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.26795841605859516,0,26,127,0.8745125153380158,-0.8745125153380158,0.9351537388782744,2.645014200851127,0.6123308214736218,2.298875268440312,3.3293416624519643
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.2672467526335908,1,30,127,0.42600724695168013,-0.42600724695168013,0.6526923064903402,1.8460926237904318,0.6812526719509401,2.4778690495397924,2.031205505426847
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.2672467526335908,1,30,127,0.42600724695168013,-0.42600724695168013,0.6526923064903402,1.8460926237904318,0.6812526719509401,2.4778690495397924,2.031205505426847
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.2672467526335908,1,480,127,1.2486422242984094,-1.2486422242984094,1.1174266080143294,3.1605597280208575,-0.06076502832338797,2.4778690495397924,1.8171652845377229
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.2672467526335908,1,480,127,1.2486422242984094,-1.2486422242984094,1.1174266080143294,3.1605597280208575,-0.06076502832338797,2.4778690495397924,1.8171652845377229
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.2672467526335908,1,30,127,1.8442938738325028,-1.8442938738325028,1.3580478172113466,3.8411392829029283,-0.06111680849114203,2.4778690495397924,2.787514425314981
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.2672467526335908,1,30,127,1.8442938738325028,-1.8442938738325028,1.3580478172113466,3.8411392829029283,-0.06111680849114203,2.4778690495397924,2.787514425314981
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.2672467526335908,1,30,127,79.2022209620776,-79.2022209620776,8.899562964667288,25.171765287651578,-0.40420529794821924,2.4778690495397924,24.06795694321949
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.2672467526335908,1,30,127,79.2022209620776,-79.2022209620776,8.899562964667288,25.171765287651578,-0.40420529794821924,2.4778690495397924,24.06795694321949
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.2672467526335908,1,30,127,0.6949548472656883,-0.6949548472656883,0.8336395187763643,2.35788862716743,0.5504542643776272,2.4778690495397924,2.4954009469820924
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_whitened_pca,fold,zscore,True,False,0.2672467526335908,1,30,127,0.6949548472656883,-0.6949548472656883,0.8336395187763643,2.35788862716743,0.5504542643776272,2.4778690495397924,2.4954009469820924
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,38.81377531817103,-38.81377531817103,6.230070249858426,17.621299683773845,0.5856513300872896,21.71802944852928,13.503581609175061
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,38.81377531817103,-38.81377531817103,6.230070249858426,17.621299683773845,0.5856513300872896,21.71802944852928,13.503581609175061
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,43.538891919497004,-43.538891919497004,6.598400709224698,18.663095545915635,0.5538084628899403,21.71802944852928,7.412200063755304
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,43.538891919497004,-43.538891919497004,6.598400709224698,18.663095545915635,0.5538084628899403,21.71802944852928,7.412200063755304
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,72.28895760027972,-72.28895760027972,8.502291314715094,24.048111377034118,-0.47873565886656594,21.71802944852928,4.256832445516046
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,72.28895760027972,-72.28895760027972,8.502291314715094,24.048111377034118,-0.47873565886656594,21.71802944852928,4.256832445516046
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,416,127,70.13957046112884,-70.13957046112884,8.374937042218816,23.68789909825332,0.04581669745475322,21.71802944852928,10.504721451989372
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,416,127,70.13957046112884,-70.13957046112884,8.374937042218816,23.68789909825332,0.04581669745475322,21.71802944852928,10.504721451989372
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,416,127,55.70961608715642,-55.70961608715642,7.4638874647971765,21.11106176148541,0.328304305951237,21.71802944852928,2.1458700185638016
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,416,127,55.70961608715642,-55.70961608715642,7.4638874647971765,21.11106176148541,0.328304305951237,21.71802944852928,2.1458700185638016
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,416,127,69.13641732543078,-69.13641732543078,8.3148311663816,23.51789400867872,0.08967930538657153,21.71802944852928,11.1786873350675
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,416,127,69.13641732543078,-69.13641732543078,8.3148311663816,23.51789400867872,0.08967930538657153,21.71802944852928,11.1786873350675
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,83.830144660451,-83.830144660451,9.155880332357507,25.896740282970132,0.04475755860882513,21.71802944852928,15.111113396915114
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,83.830144660451,-83.830144660451,9.155880332357507,25.896740282970132,0.04475755860882513,21.71802944852928,15.111113396915114
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,52.00764887475962,-52.00764887475962,7.21163288546773,20.39757806696856,0.4058695147461665,21.71802944852928,4.114996887458957
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,52.00764887475962,-52.00764887475962,7.21163288546773,20.39757806696856,0.4058695147461665,21.71802944852928,4.114996887458957
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,82.21519791951542,-82.21519791951542,9.06725966979635,25.64608319716918,0.16648424697864875,21.71802944852928,17.726774140721997
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,82.21519791951542,-82.21519791951542,9.06725966979635,25.64608319716918,0.16648424697864875,21.71802944852928,17.726774140721997
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,90.34838821352815,-90.34838821352815,9.50517691647705,26.884700216075043,0.588164032884037,21.71802944852928,33.12771534069026
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,90.34838821352815,-90.34838821352815,9.50517691647705,26.884700216075043,0.588164032884037,21.71802944852928,33.12771534069026
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,1295.409970604629,-1295.409970604629,35.991804214357316,101.80019530844247,-0.09732136397539272,21.71802944852928,97.36538655375114
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,1295.409970604629,-1295.409970604629,35.991804214357316,101.80019530844247,-0.09732136397539272,21.71802944852928,97.36538655375114
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,13306.33961190292,-13306.33961190292,115.35310837555666,326.26786065321136,-0.20729655265845995,21.71802944852928,321.07328384943804
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,13306.33961190292,-13306.33961190292,115.35310837555666,326.26786065321136,-0.20729655265845995,21.71802944852928,321.07328384943804
0,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,55.4655213543791,-55.4655213543791,7.4475177981914955,21.06476135243485,0.6025095853184599,21.71802944852928,25.055157641329032
1,0,response_tables/trial_00000_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,55.4655213543791,-55.4655213543791,7.4475177981914955,21.06476135243485,0.6025095853184599,21.71802944852928,25.055157641329032
2,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,55.4655213543791,-55.4655213543791,7.4475177981914955,21.06476135243485,0.6025095853184599,21.71802944852928,25.055157641329032
3,1,response_tables/trial_00001_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,55.4655213543791,-55.4655213543791,7.4475177981914955,21.06476135243485,0.6025095853184599,21.71802944852928,25.055157641329032
4,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,55.4655213543791,-55.4655213543791,7.4475177981914955,21.06476135243485,0.6025095853184599,21.71802944852928,25.055157641329032
5,2,response_tables/trial_00002_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,25,source_row:25,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.26795841605859516,0,26,127,55.4655213543791,-55.4655213543791,7.4475177981914955,21.06476135243485,0.6025095853184599,21.71802944852928,25.055157641329032
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.2672467526335908,1,30,127,47.51440262580694,-47.51440262580694,6.893069173148267,19.49654382208435,0.7274824860945286,24.228493213785907,7.439327114108519
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,known_eye,known eye,known,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.2672467526335908,1,30,127,47.51440262580694,-47.51440262580694,6.893069173148267,19.49654382208435,0.7274824860945286,24.228493213785907,7.439327114108519
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.2672467526335908,1,480,127,89.74995081000753,-89.74995081000753,9.473645064599346,26.79551467093066,-0.22855173671125498,24.228493213785907,7.176434997669158
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_tau_marginal,hidden eye,prior_all,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.2672467526335908,1,480,127,89.74995081000753,-89.74995081000753,9.473645064599346,26.79551467093066,-0.22855173671125498,24.228493213785907,7.176434997669158
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.2672467526335908,1,30,127,100.01523756103259,-100.01523756103259,10.000761849030932,28.28642608192595,-0.20452668701410603,24.228493213785907,10.460778571210751
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,hidden_eye_prior_mean,prior mean,prior_mean,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.2672467526335908,1,30,127,100.01523756103259,-100.01523756103259,10.000761849030932,28.28642608192595,-0.20452668701410603,24.228493213785907,10.460778571210751
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.2672467526335908,1,30,127,7180.566901349967,-7180.566901349967,84.73822573874182,239.67589618232313,-0.4187591343567831,24.228493213785907,228.51799193580098
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_eye_on_motion,zero-eye model,zero,observed,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.2672467526335908,1,30,127,7180.566901349967,-7180.566901349967,84.73822573874182,239.67589618232313,-0.4187591343567831,24.228493213785907,228.51799193580098
6,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.2672467526335908,1,30,127,60.71854157319404,-60.71854157319404,7.792210313716772,22.03969901304354,0.5735629655418562,24.228493213785907,23.48004216532234
7,3,response_tables/trial_00003_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,76,source_row:76,zero_static,0x stabilized,zero,zero_static,pyramid_local_field,fold_zscore_pca,fold,zscore,False,False,0.2672467526335908,1,30,127,60.71854157319404,-60.71854157319404,7.792210313716772,22.03969901304354,0.5735629655418562,24.228493213785907,23.48004216532234
