decoder_mode,latent,feature_space_mode,contrast,lhs,rhs,observation_scale,prior_family,mean_feature_cosine_delta,ci_low,ci_high,fraction_positive,n
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_motion_minus_zero_static,known_eye,zero_static,all,all,-0.38561250541754644,-0.4660290101277661,-0.3194928354991159,0.0,8
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_motion_minus_zero_static,hidden_eye_tau_marginal,zero_static,0.5,all,-0.3434724686497628,-0.5803597837816897,-0.16284589086166865,0.0,4
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_motion_minus_zero_static,hidden_eye_tau_marginal,zero_static,1.0,all,-0.5646248926391596,-0.5646248926391596,-0.5646248926391596,0.0,2
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_motion_minus_zero_static,hidden_eye_tau_marginal,zero_static,2.0,all,-0.4793549849663324,-0.4793549849663324,-0.4793549849663324,0.0,2
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_motion_minus_zero_static,hidden_eye_tau_marginal,zero_static,all,all,-0.4327312037262544,-0.5401148005944819,-0.2928239895955282,0.0,8
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye_parallel_minus_orthogonal,known_eye:axis_edge_parallel,known_eye:axis_edge_orthogonal,0.5,axis_pair,0.0,0.0,0.0,0.0,2
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye_parallel_minus_orthogonal,known_eye:axis_edge_parallel,known_eye:axis_edge_orthogonal,1.0,axis_pair,0.0,0.0,0.0,0.0,1
mlp,pyramid_local_field,fold_zscore_whitened_pca,known_eye_parallel_minus_orthogonal,known_eye:axis_edge_parallel,known_eye:axis_edge_orthogonal,2.0,axis_pair,0.0,0.0,0.0,0.0,1
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal_parallel_minus_orthogonal,hidden_eye_tau_marginal:axis_edge_parallel,hidden_eye_tau_marginal:axis_edge_orthogonal,0.5,axis_pair,0.0,0.0,0.0,0.0,2
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal_parallel_minus_orthogonal,hidden_eye_tau_marginal:axis_edge_parallel,hidden_eye_tau_marginal:axis_edge_orthogonal,1.0,axis_pair,0.0,0.0,0.0,0.0,1
mlp,pyramid_local_field,fold_zscore_whitened_pca,hidden_eye_tau_marginal_parallel_minus_orthogonal,hidden_eye_tau_marginal:axis_edge_parallel,hidden_eye_tau_marginal:axis_edge_orthogonal,2.0,axis_pair,0.0,0.0,0.0,0.0,1
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion_parallel_minus_orthogonal,zero_eye_on_motion:axis_edge_parallel,zero_eye_on_motion:axis_edge_orthogonal,0.5,axis_pair,0.0,0.0,0.0,0.0,2
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion_parallel_minus_orthogonal,zero_eye_on_motion:axis_edge_parallel,zero_eye_on_motion:axis_edge_orthogonal,1.0,axis_pair,0.0,0.0,0.0,0.0,1
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_eye_on_motion_parallel_minus_orthogonal,zero_eye_on_motion:axis_edge_parallel,zero_eye_on_motion:axis_edge_orthogonal,2.0,axis_pair,0.0,0.0,0.0,0.0,1
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static_parallel_minus_orthogonal,zero_static:axis_edge_parallel,zero_static:axis_edge_orthogonal,0.5,axis_pair,0.0,0.0,0.0,0.0,2
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static_parallel_minus_orthogonal,zero_static:axis_edge_parallel,zero_static:axis_edge_orthogonal,1.0,axis_pair,0.0,0.0,0.0,0.0,1
mlp,pyramid_local_field,fold_zscore_whitened_pca,zero_static_parallel_minus_orthogonal,zero_static:axis_edge_parallel,zero_static:axis_edge_orthogonal,2.0,axis_pair,0.0,0.0,0.0,0.0,1
