b_model_2d_canonical,b_model_2d_current,b_model_top1_canonical,b_model_top1_current,centering_mode,emp_model_x_corr_canonical,emp_model_x_corr_current,emp_model_y_corr_canonical,emp_model_y_corr_current,n_samples,predictor_mode,session,window_id,window_level
0.24104110014377278,0.2658539101040989,0.030701978721669312,0.3980880501766457,baseline,-0.5088420336757952,-0.42458010929127804,-0.04075942830515944,0.40326219524432194,59,emp_xy,Allen_2022-02-16,image_9|prev_9_next_10,prev_next
0.11890646103406892,0.14017537740420463,0.072077432356146,0.12655851729703638,baseline,0.04168198655357646,0.1910918761189405,0.1589800912194788,0.19223587770144507,59,emp_xy,Allen_2022-02-16,image_10|prev_9_next_10,prev_next
0.1914213276088726,0.3231902846734558,0.03798080136701043,0.5304907606055873,baseline,-0.3095001059602891,-0.2185061059437106,-0.01873313859792348,0.618522348477841,230,emp_xy,Allen_2022-02-16,image_10|prev_10_next_10,prev_next
0.26232392482589517,0.2557112479030493,0.11879004266000168,0.009326904951654747,baseline,-0.48660788093073043,-0.5353980425570395,-0.14439304452104046,0.2827927122371353,57,emp_xy,Allen_2022-02-16,image_10|prev_10_next_11,prev_next
0.31301866689542435,0.2808063822977098,0.47290314022405655,0.37854665797636,baseline,-0.6662959704500973,-0.6305091574022573,-0.2704125503506627,0.31256620463300316,55,emp_xy,Allen_2022-02-16,image_11|prev_10_next_11,prev_next
0.5179550815828493,0.5164403840340099,0.641813032205349,0.7065610854453868,baseline,-0.7573904807128014,-0.8019556734039538,-0.23452027978349657,0.5691412882499888,205,emp_xy,Allen_2022-02-16,image_11|prev_11_next_11,prev_next
0.31165093473707806,0.27883840384451963,0.4173496634993621,0.4049835258281943,baseline,-0.6681471096205639,-0.6355734346992993,0.0038092262397963913,0.04951865582430494,48,emp_xy,Allen_2022-02-16,image_11|prev_11_next_12,prev_next
0.2550567246216602,0.21186696969831498,0.38078794251943926,0.3569587933897367,baseline,-0.6059629380452383,-0.5031519929778818,0.3527032718571603,-0.35572345037167274,46,emp_xy,Allen_2022-02-16,image_12|prev_11_next_12,prev_next
0.27430310949836645,0.24854316566163176,0.4345520660558039,0.4247967849434737,baseline,0.11143177416565467,-0.29542424293323566,-0.05980652841174745,0.14366185414231214,172,emp_xy,Allen_2022-02-16,image_12|prev_12_next_12,prev_next
0.03655727204643455,0.13634551299341685,0.02027240784749519,0.08621916235440458,baseline,-0.04513432406447803,-0.29919971528452505,0.0887607055175746,0.2475093496896079,148,emp_xy,Allen_2022-02-16,image_13|prev_13_next_13,prev_next
