table_index,trial_id,response_cache_path,candidate_set_mode,observation_family,prior_family,observation_scale,axis_catalog_mode,n_candidates,n_prior_trajectories,n_timebins,n_units,true_candidate_index,true_source_row,true_candidate_id,decoder_mode,observer_mode,observer_label,train_bank,test_input,latent,feature_space_mode,feature_fit_scope,feature_preprocessing,feature_whitened,feature_weighted,feature_variance_fraction,fold,n_train_samples,n_fit_sources,feature_mse,feature_neg_mse,feature_rmse,feature_l2_error,feature_cosine,feature_true_norm,feature_pred_norm
98,49,response_tables/trial_00049_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,2122,source_row:2122,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,2.4969145461588163,-2.4969145461588163,1.5801628226732891,8.93875077832927,0.0397114291738053,6.427941620266556,6.472013593823514
99,49,response_tables/trial_00049_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,2122,source_row:2122,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,2.4969145461588163,-2.4969145461588163,1.5801628226732891,8.93875077832927,0.0397114291738053,6.427941620266556,6.472013593823514
100,50,response_tables/trial_00050_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,2122,source_row:2122,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,3.824195748636014,-3.824195748636014,1.95555509987216,11.062290176828325,0.0013678312916199445,6.427941620266556,9.011897792144444
101,50,response_tables/trial_00050_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,2122,source_row:2122,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,3.824195748636014,-3.824195748636014,1.95555509987216,11.062290176828325,0.0013678312916199445,6.427941620266556,9.011897792144444
114,57,response_tables/trial_00057_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,2460,source_row:2460,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,2.1153625308667774,-2.1153625308667774,1.4544285925636835,8.227490564427095,0.12184747179872883,7.043544512899735,5.196054858398432
115,57,response_tables/trial_00057_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,2460,source_row:2460,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,2.1153625308667774,-2.1153625308667774,1.4544285925636835,8.227490564427095,0.12184747179872883,7.043544512899735,5.196054858398432
116,58,response_tables/trial_00058_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,2460,source_row:2460,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,1.2823764738271464,-1.2823764738271464,1.132420625839686,6.405938429494049,0.426215917556634,7.043544512899735,3.6630979199372846
117,58,response_tables/trial_00058_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,2460,source_row:2460,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,1.2823764738271464,-1.2823764738271464,1.132420625839686,6.405938429494049,0.426215917556634,7.043544512899735,3.6630979199372846
118,59,response_tables/trial_00059_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,2460,source_row:2460,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,1.829645009964243,-1.829645009964243,1.3526437113904914,7.651708326828446,0.3468126840060443,7.043544512899735,6.303405401379311
119,59,response_tables/trial_00059_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,2460,source_row:2460,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,1.829645009964243,-1.829645009964243,1.3526437113904914,7.651708326828446,0.3468126840060443,7.043544512899735,6.303405401379311
150,75,response_tables/trial_00075_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,2822,source_row:2822,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,4.062859725321836,-4.062859725321836,2.015653671968931,11.40225903978237,0.019652038438133717,5.2881249853397945,10.20630063183901
151,75,response_tables/trial_00075_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,2822,source_row:2822,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,4.062859725321836,-4.062859725321836,2.015653671968931,11.40225903978237,0.019652038438133717,5.2881249853397945,10.20630063183901
152,76,response_tables/trial_00076_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,2822,source_row:2822,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,5.149273722140346,-5.149273722140346,2.269201119808543,12.836539997541825,0.056825567247455015,5.2881249853397945,12.001047437902363
153,76,response_tables/trial_00076_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,2822,source_row:2822,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,5.149273722140346,-5.149273722140346,2.269201119808543,12.836539997541825,0.056825567247455015,5.2881249853397945,12.001047437902363
154,77,response_tables/trial_00077_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,2822,source_row:2822,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,5.149273722140346,-5.149273722140346,2.269201119808543,12.836539997541825,0.056825567247455015,5.2881249853397945,12.001047437902363
155,77,response_tables/trial_00077_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,2822,source_row:2822,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,5.149273722140346,-5.149273722140346,2.269201119808543,12.836539997541825,0.056825567247455015,5.2881249853397945,12.001047437902363
168,84,response_tables/trial_00084_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,3076,source_row:3076,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,2.7764420427610443,-2.7764420427610443,1.6662658979769838,9.425823325755339,-0.08643218131916147,7.685095887110884,4.833638245965942
169,84,response_tables/trial_00084_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,3076,source_row:3076,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,2.7764420427610443,-2.7764420427610443,1.6662658979769838,9.425823325755339,-0.08643218131916147,7.685095887110884,4.833638245965942
170,85,response_tables/trial_00085_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,3076,source_row:3076,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,3.3982330747424045,-3.3982330747424045,1.8434297043126988,10.428013156481773,-0.18031287240792532,7.685095887110884,5.797800003427364
171,85,response_tables/trial_00085_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,3076,source_row:3076,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,3.3982330747424045,-3.3982330747424045,1.8434297043126988,10.428013156481773,-0.18031287240792532,7.685095887110884,5.797800003427364
172,86,response_tables/trial_00086_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,3076,source_row:3076,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,7.449031083951977,-7.449031083951977,2.7292913153329708,15.439203175243964,-0.2880977069494914,7.685095887110884,11.358352887480732
173,86,response_tables/trial_00086_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,3076,source_row:3076,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,7.449031083951977,-7.449031083951977,2.7292913153329708,15.439203175243964,-0.2880977069494914,7.685095887110884,11.358352887480732
174,87,response_tables/trial_00087_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,3099,source_row:3099,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,1.586968168232611,-1.586968168232611,1.2597492481571921,7.126217887732844,-0.30640044147019313,4.899532258098406,3.8868441688552187
175,87,response_tables/trial_00087_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,3099,source_row:3099,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,1.586968168232611,-1.586968168232611,1.2597492481571921,7.126217887732844,-0.30640044147019313,4.899532258098406,3.8868441688552187
176,88,response_tables/trial_00088_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,3099,source_row:3099,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,2.2223680475459053,-2.2223680475459053,1.4907608954979685,8.43301710667475,-0.336796215836559,4.899532258098406,5.409129136617064
177,88,response_tables/trial_00088_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel1x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,1.0,per_candidate,4,16,40,756,0,3099,source_row:3099,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,2.2223680475459053,-2.2223680475459053,1.4907608954979685,8.43301710667475,-0.336796215836559,4.899532258098406,5.409129136617064
178,89,response_tables/trial_00089_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel2x.npz,hard_negative_structure,empirical,axis_edge_parallel,2.0,per_candidate,4,16,40,756,0,3099,source_row:3099,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,2.429608807579224,-2.429608807579224,1.5587202467342316,8.817453251508349,-0.3292899712535523,4.899532258098406,5.892965026959633
179,89,response_tables/trial_00089_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel2x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,2.0,per_candidate,4,16,40,756,0,3099,source_row:3099,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,2.429608807579224,-2.429608807579224,1.5587202467342316,8.817453251508349,-0.3292899712535523,4.899532258098406,5.892965026959633
192,96,response_tables/trial_00096_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_parallel,0.5,per_candidate,4,16,40,756,0,3538,source_row:3538,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,0.9054296624376725,-0.9054296624376725,0.9515406782884652,5.382726929540967,0.05883916397858674,4.524266596754529,3.194620968108499
193,96,response_tables/trial_00096_hard_negative_structure_obs-empirical_prior-axis_edge_orthogonal_rel0p5x.npz,hard_negative_structure,empirical,axis_edge_orthogonal,0.5,per_candidate,4,16,40,756,0,3538,source_row:3538,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,0.9054296624376725,-0.9054296624376725,0.9515406782884652,5.382726929540967,0.05883916397858674,4.524266596754529,3.194620968108499
194,97,response_tables/trial_00097_hard_negative_structure_obs-empirical_prior-axis_edge_parallel_rel1x.npz,hard_negative_structure,empirical,axis_edge_parallel,1.0,per_candidate,4,16,40,756,0,3538,source_row:3538,linear_gaussian,known_eye,known eye,known,observed,pyramid_local_field,global_centered_whitened_pca,global,centered,True,False,0.7692590676533251,0,2478,128,1.5175370601529594,-1.5175370601529594,1.231883541635718,6.968585647381734,-0.014633037885426836,4.524266596754529,5.234417012793208
