candidate_set_mode,observation_condition,observation_family,observation_scale,prior_condition,prior_family,prior_scale,axis_catalog_mode,axis_shared_source_catalog,trajectory_prior_mode,zero_reference_mode,bin_seconds,likelihood_scale,latent,requested_k,k_eff,k_dim,basis_mode,metric,lhs_response_variant,rhs_response_variant,contrast,mean_lhs_minus_rhs,median_lhs_minus_rhs,n_trials,n_paired_trials,mean_lhs_minus_rhs_n,mean_lhs_minus_rhs_ci_low,mean_lhs_minus_rhs_ci_high,mean_lhs_minus_rhs_permutation_p_two_sided,mean_lhs_minus_rhs_bootstrap_n,mean_lhs_minus_rhs_permutation_n,mean_lhs_minus_rhs_fraction_positive,mean_lhs_minus_rhs_fraction_negative,mean_lhs_minus_rhs_fraction_zero,axis_label
hard_negative_structure,empirical,empirical,1.0,axis_edge_orthogonal,axis_edge_orthogonal,1.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,compact_only,compact_removed,compact_only_minus_compact_removed,0.2004127746012797,0.0584053450998891,128,128,128,0.1401725327237377,0.2661182181831196,9.999000099990002e-05,10000,10000,0.6484375,0.3515625,0.0,axis prior B
hard_negative_structure,empirical,empirical,1.0,axis_edge_orthogonal,axis_edge_orthogonal,1.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,full_exact,compact_removed,full_exact_minus_compact_removed,0.2328854405261434,0.0780600478382594,128,128,128,0.1680053074190636,0.3021026591138823,9.999000099990002e-05,10000,10000,0.6484375,0.3515625,0.0,axis prior B
hard_negative_structure,empirical,empirical,1.0,axis_edge_parallel,axis_edge_parallel,1.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,compact_only,zero_static,compact_only_minus_zero_static,0.1745934055154665,0.0254752204735948,128,128,128,0.1222968117061448,0.2300868474631174,9.999000099990002e-05,10000,10000,0.609375,0.390625,0.0,axis prior A
hard_negative_structure,empirical,empirical,1.0,axis_edge_parallel,axis_edge_parallel,1.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,compact_removed,zero_static,compact_removed_minus_zero_static,-0.0311294557270272,-2.865531787496489e-05,128,128,128,-0.071455221165437,0.003862449444176,0.1082891710828917,10000,10000,0.4921875,0.5078125,0.0,axis prior A
hard_negative_structure,empirical,empirical,1.0,axis_edge_parallel,axis_edge_parallel,1.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,compact_only,compact_removed,compact_only_minus_compact_removed,0.2057228612424937,0.0245368503147819,128,128,128,0.1407183479475141,0.2760088786592999,9.999000099990002e-05,10000,10000,0.5703125,0.4296875,0.0,axis prior A
hard_negative_structure,empirical,empirical,1.0,axis_edge_parallel,axis_edge_parallel,1.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,full_exact,compact_removed,full_exact_minus_compact_removed,0.2406363555579745,0.0277881448053224,128,128,128,0.1703954927890242,0.3161969770485547,9.999000099990002e-05,10000,10000,0.5546875,0.4453125,0.0,axis prior A
hard_negative_structure,empirical,empirical,2.0,axis_edge_orthogonal,axis_edge_orthogonal,2.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,compact_only,zero_static,compact_only_minus_zero_static,0.2521774007966278,0.045748420790577,128,128,128,0.1825987833495096,0.3245918807981159,9.999000099990002e-05,10000,10000,0.6953125,0.3046875,0.0,axis prior B
hard_negative_structure,empirical,empirical,2.0,axis_edge_orthogonal,axis_edge_orthogonal,2.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,compact_removed,zero_static,compact_removed_minus_zero_static,-0.0181060271430105,-0.0009530725603921,128,128,128,-0.0559907626498019,0.0200986674397072,0.3697630236976302,10000,10000,0.421875,0.578125,0.0,axis prior B
hard_negative_structure,empirical,empirical,2.0,axis_edge_orthogonal,axis_edge_orthogonal,2.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,compact_only,compact_removed,compact_only_minus_compact_removed,0.2702834279396384,0.0657976615145887,128,128,128,0.1925927535581674,0.3504722618759605,9.999000099990002e-05,10000,10000,0.6328125,0.3671875,0.0,axis prior B
hard_negative_structure,empirical,empirical,2.0,axis_edge_orthogonal,axis_edge_orthogonal,2.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,full_exact,compact_removed,full_exact_minus_compact_removed,0.3136964688498936,0.0993134468982138,128,128,128,0.232932088594411,0.3977535844005779,9.999000099990002e-05,10000,10000,0.6640625,0.3359375,0.0,axis prior B
hard_negative_structure,empirical,empirical,2.0,axis_edge_parallel,axis_edge_parallel,2.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,compact_only,zero_static,compact_only_minus_zero_static,0.2484139082539498,0.0450810574202335,128,128,128,0.1785945935829644,0.3205174698192736,9.999000099990002e-05,10000,10000,0.65625,0.34375,0.0,axis prior A
hard_negative_structure,empirical,empirical,2.0,axis_edge_parallel,axis_edge_parallel,2.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,compact_removed,zero_static,compact_removed_minus_zero_static,-0.0604034863192534,-0.0002573927185348,128,128,128,-0.1213300242126798,-0.0065461191765855,0.0398960103989601,10000,10000,0.453125,0.546875,0.0,axis prior A
hard_negative_structure,empirical,empirical,2.0,axis_edge_parallel,axis_edge_parallel,2.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,compact_only,compact_removed,compact_only_minus_compact_removed,0.3088173945732032,0.0895264110572712,128,128,128,0.2259778836029544,0.3958962780923127,9.999000099990002e-05,10000,10000,0.671875,0.328125,0.0,axis prior A
hard_negative_structure,empirical,empirical,2.0,axis_edge_parallel,axis_edge_parallel,2.0,per_candidate,True,leave_one_out,patch_center_static_tau_zero,0.0083333333333333,1.0,pyramid_local_field,8,8,10,image_disjoint,feature_cosine,full_exact,compact_removed,full_exact_minus_compact_removed,0.3552973331164699,0.1114625929915231,128,128,128,0.2684126528964343,0.4455020487768129,9.999000099990002e-05,10000,10000,0.65625,0.34375,0.0,axis prior A
