candidate_set_mode,observation_condition,observation_family,observation_scale,prior_condition,prior_family,prior_scale,axis_catalog_mode,axis_shared_source_catalog,trajectory_prior_mode,likelihood_scale,latent,requested_k,k_eff,response_variant,score_source_mode,k_dim,basis_mode,basis_type,n_trial_rows,n_trials,mean_feature_cosine,median_feature_cosine,mean_feature_neg_mse,median_feature_neg_mse,mean_feature_rmse,median_feature_rmse,mean_candidate_true_mass,median_candidate_true_mass,mean_candidate_N_eff_fraction,median_candidate_N_eff_fraction,median_score_true_rank,mean_score_true_margin,median_negative_rate_fraction_before_clamp,median_clipped_rate_fraction,median_negative_rate_min,median_negative_rate_mass,variant_label,axis_label,scale_label
hard_negative_structure,empirical,empirical,0.5,axis_edge_parallel,axis_edge_parallel,0.5,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,known_eye,known,10,image_disjoint,none,128,128,0.9273524336780122,0.9723475697445114,-11.428614280641735,-6.912193282756084,2.804012117337625,2.629098452177173,0.543264575183102,0.4895560588437906,0.6614244472937993,0.6672643718483452,1.0,1.0392547163478814,0.0,0.0,8.074082870734856e-06,0.0,known eye,axis prior A,0.5x
hard_negative_structure,empirical,empirical,0.5,axis_edge_parallel,axis_edge_parallel,0.5,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,zero_static,joint,10,image_disjoint,none,128,128,0.7653532618366901,0.9455596341698624,-38.760875219670034,-10.679888606963509,4.652605264858365,3.2679953797360186,0.3966852366862985,0.325509450611646,0.6415307221730204,0.6721519742822251,1.0,-0.1925913500543745,0.0,0.0,9.812794814934024e-06,0.0,zero eye,axis prior A,0.5x
hard_negative_structure,empirical,empirical,1.0,axis_edge_orthogonal,axis_edge_orthogonal,1.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,compact_addback,joint,10,image_disjoint,compact,128,128,0.8668579624580571,0.9500954122569588,-20.461756044049476,-10.029847084857352,3.6303687126999815,3.166891153041936,0.4685934381414541,0.4152762623914466,0.7265154821957366,0.7695697816453407,1.0,0.6663997364345784,0.0,0.0,8.62015258462634e-06,0.0,addback,axis prior B,1x
hard_negative_structure,empirical,empirical,1.0,axis_edge_orthogonal,axis_edge_orthogonal,1.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,compact_only,joint,10,image_disjoint,compact,128,128,0.8343852965331935,0.954899672072495,-25.086287362508717,-9.960879130195146,3.9187303435563416,3.156058994022893,0.439637732991489,0.3692381133472951,0.7286721062631835,0.7964371667534882,1.0,0.4580464549368905,0.0019951499118165,0.0019953795561434,-0.0014940766373588,0.9181904897365724,compact only,axis prior B,1x
hard_negative_structure,empirical,empirical,1.0,axis_edge_orthogonal,axis_edge_orthogonal,1.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,compact_removed,joint,10,image_disjoint,compact,128,128,0.6339725219319137,0.8592416080059243,-63.418190208847285,-24.070357398611,5.890780200404592,4.905628992171238,0.3399513365745776,0.2531282832562302,0.4803007041494566,0.4515629300791269,2.0,-1.452212560853629,0.0272587815990593,0.0272606187536743,-0.0044116739993371,10.889645103889386,compact removed,axis prior B,1x
hard_negative_structure,empirical,empirical,1.0,axis_edge_orthogonal,axis_edge_orthogonal,1.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,full_exact,joint,10,image_disjoint,none,128,128,0.866857962458057,0.9500954122569588,-20.461756044049476,-10.029847084857352,3.6303687126999815,3.166891153041936,0.468593438141454,0.4152762623914466,0.7265154821957372,0.7695697816453407,1.0,0.6663997364345784,0.0,0.0,8.62015258462634e-06,0.0,full joint,axis prior B,1x
hard_negative_structure,empirical,empirical,1.0,axis_edge_orthogonal,axis_edge_orthogonal,1.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,known_eye,known,10,image_disjoint,none,128,128,0.9358022795936284,0.978308614201086,-10.01284263750659,-5.478244213135838,2.581126885000395,2.340240457180558,0.5692372776557224,0.5348329150593265,0.6315634043782772,0.6135551383662913,1.0,1.1675311192872937,0.0,0.0,8.62015258462634e-06,0.0,known eye,axis prior B,1x
hard_negative_structure,empirical,empirical,1.0,axis_edge_orthogonal,axis_edge_orthogonal,1.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,zero_static,joint,10,image_disjoint,none,128,128,0.6678302207837141,0.9075379075100442,-57.440836939001,-20.79782089620868,5.679001585262669,4.560220868733625,0.339619176134087,0.2460657107613495,0.5498782461197245,0.5060949767191283,2.0,-0.8334736807161811,0.0,0.0,9.812794814934024e-06,0.0,zero eye,axis prior B,1x
hard_negative_structure,empirical,empirical,1.0,axis_edge_parallel,axis_edge_parallel,1.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,compact_addback,joint,10,image_disjoint,compact,128,128,0.8773371206146614,0.9488964160524112,-18.11737264437693,-9.894513344018709,3.566001267639928,3.1455104653239587,0.4636461784549331,0.4057573682791199,0.7276424321056457,0.7563712381478912,1.0,0.6321027129513959,0.0,0.0,8.351705673703691e-06,0.0,addback,axis prior A,1x
hard_negative_structure,empirical,empirical,1.0,axis_edge_parallel,axis_edge_parallel,1.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,compact_only,joint,10,image_disjoint,compact,128,128,0.8424236262991807,0.945590095420995,-23.03180242883015,-11.328811507908911,3.8893322746169527,3.3657886013282496,0.4343456302329191,0.3603726471537889,0.7366151375190393,0.8048800679706712,1.0,0.4726566372433645,0.0016589506172839,0.0016589506172839,-0.0010910293484,0.5873497675665563,compact only,axis prior A,1x
hard_negative_structure,empirical,empirical,1.0,axis_edge_parallel,axis_edge_parallel,1.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,compact_removed,joint,10,image_disjoint,compact,128,128,0.6367007650566869,0.9092759258419814,-61.35794769877624,-16.988627933641027,5.734969220038513,4.121594619394026,0.3460702298956447,0.2615765906092684,0.4866869044896049,0.4494946887014081,2.0,-1.0937864146438936,0.0227791097148736,0.0227811765138154,-0.0038759033085266,8.62593210751502,compact removed,axis prior A,1x
hard_negative_structure,empirical,empirical,1.0,axis_edge_parallel,axis_edge_parallel,1.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,full_exact,joint,10,image_disjoint,none,128,128,0.8773371206146615,0.9488964160524112,-18.11737264437693,-9.894513344018709,3.5660012676399284,3.1455104653239587,0.463646178454933,0.4057573682791199,0.7276424321056465,0.7563712381478912,1.0,0.6321027129513963,0.0,0.0,8.351705673703691e-06,0.0,full joint,axis prior A,1x
hard_negative_structure,empirical,empirical,1.0,axis_edge_parallel,axis_edge_parallel,1.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,known_eye,known,10,image_disjoint,none,128,128,0.9358022795936284,0.978308614201086,-10.01284263750659,-5.478244213135838,2.581126885000395,2.340240457180558,0.5692372776557224,0.5348329150593265,0.6315634043782772,0.6135551383662913,1.0,1.1675311192872937,0.0,0.0,8.351705673703691e-06,0.0,known eye,axis prior A,1x
hard_negative_structure,empirical,empirical,1.0,axis_edge_parallel,axis_edge_parallel,1.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,zero_static,joint,10,image_disjoint,none,128,128,0.6678302207837141,0.9075379075100442,-57.440836939001,-20.79782089620868,5.679001585262669,4.560220868733625,0.339619176134087,0.2460657107613495,0.5498782461197245,0.5060949767191283,2.0,-0.8334736807161811,0.0,0.0,9.812794814934024e-06,0.0,zero eye,axis prior A,1x
hard_negative_structure,empirical,empirical,2.0,axis_edge_orthogonal,axis_edge_orthogonal,2.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,compact_addback,joint,10,image_disjoint,compact,128,128,0.871752269229163,0.9619542063448452,-18.027683090255103,-8.599207563081034,3.4208115025787205,2.9324346602202978,0.482243284114081,0.4070956487877895,0.7095035401512124,0.7668488246287091,1.0,0.7887106297662392,0.0,0.0,9.081447387870868e-06,0.0,addback,axis prior B,2x
hard_negative_structure,empirical,empirical,2.0,axis_edge_orthogonal,axis_edge_orthogonal,2.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,compact_only,joint,10,image_disjoint,compact,128,128,0.8283392283189077,0.9586416263782775,-24.50465094949065,-9.68569200796554,3.947980616062946,3.112183643933496,0.4354616658553485,0.3454648640231038,0.7171820640515901,0.8017748963830783,1.0,0.4811782502882078,0.0022463808054085,0.0022468400940623,-0.0019769535738198,1.341610820382524,compact only,axis prior B,2x
hard_negative_structure,empirical,empirical,2.0,axis_edge_orthogonal,axis_edge_orthogonal,2.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,compact_removed,joint,10,image_disjoint,compact,128,128,0.5580558003792693,0.826656448872543,-87.26431535368854,-28.531788195017366,6.760258976712612,5.34116740830683,0.3185467910873903,0.0131777691827565,0.3494003018755435,0.2702683410212475,2.0,-3.739751109038432,0.0377303332598471,0.0377328593474426,-0.0046763203561607,17.541730957733066,compact removed,axis prior B,2x
hard_negative_structure,empirical,empirical,2.0,axis_edge_orthogonal,axis_edge_orthogonal,2.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,full_exact,joint,10,image_disjoint,none,128,128,0.871752269229163,0.9619542063448452,-18.027683090255145,-8.599207563081034,3.420811502578723,2.9324346602202978,0.482243284114081,0.4070956487877895,0.7095035401512126,0.7668488246287056,1.0,0.7887106297662396,0.0,0.0,9.081447387870868e-06,0.0,full joint,axis prior B,2x
hard_negative_structure,empirical,empirical,2.0,axis_edge_orthogonal,axis_edge_orthogonal,2.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,known_eye,known,10,image_disjoint,none,128,128,0.9487607040649944,0.98538992629658,-7.745278252092201,-3.9426657279521535,2.209630497804321,1.9855910121543212,0.6095136430748158,0.5756728220023182,0.5872845194238594,0.5675954744195006,1.0,1.4394727136650092,0.0,0.0,9.081447387870868e-06,0.0,known eye,axis prior B,2x
hard_negative_structure,empirical,empirical,2.0,axis_edge_orthogonal,axis_edge_orthogonal,2.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,zero_static,joint,10,image_disjoint,none,128,128,0.57616182752228,0.8333017957736226,-80.8908981882172,-29.10364042349581,6.694391666291834,5.394770600562035,0.3077236903407622,0.1519357106672544,0.4337732172512143,0.3730639843575754,2.0,-1.7621535677449,0.0,0.0,9.812794814934024e-06,0.0,zero eye,axis prior B,2x
hard_negative_structure,empirical,empirical,2.0,axis_edge_parallel,axis_edge_parallel,2.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,compact_addback,joint,10,image_disjoint,compact,128,128,0.8710556743194965,0.9561353445891394,-21.418086887992647,-8.89490940096658,3.624870459980757,2.982420460319113,0.4596746462694475,0.3991489706381033,0.6932500989590875,0.7087461067694628,1.0,0.5637227927572526,0.0,0.0,8.569651981815696e-06,0.0,addback,axis prior A,2x
hard_negative_structure,empirical,empirical,2.0,axis_edge_parallel,axis_edge_parallel,2.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,compact_only,joint,10,image_disjoint,compact,128,128,0.8245757357762298,0.9521829602025492,-26.848548386232004,-11.90098886544654,4.088676928856529,3.4497777908808427,0.4193661021229473,0.3304173857855171,0.7013261402814155,0.7478272914009116,1.0,0.3590123127827205,0.0019260269694297,0.0019262566137566,-0.0014082047755868,0.8865524937155902,compact only,axis prior A,2x
hard_negative_structure,empirical,empirical,2.0,axis_edge_parallel,axis_edge_parallel,2.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,compact_removed,joint,10,image_disjoint,compact,128,128,0.5157583412030265,0.7969438632268936,-90.77161273333084,-37.82548369637463,7.135411300256056,6.150210549224806,0.2875438542950483,0.0232821955687141,0.3640868402182408,0.2675296203315591,2.0,-3.350013596107332,0.0337053571428571,0.0337085721634332,-0.0041198291602433,14.646401783840371,compact removed,axis prior A,2x
hard_negative_structure,empirical,empirical,2.0,axis_edge_parallel,axis_edge_parallel,2.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,full_exact,joint,10,image_disjoint,none,128,128,0.8710556743194965,0.9561353445891394,-21.41808688799263,-8.89490940096658,3.6248704599807535,2.982420460319113,0.4596746462694477,0.3991489706381033,0.6932500989590871,0.7087461067694628,1.0,0.563722792757253,0.0,0.0,8.569651981815696e-06,0.0,full joint,axis prior A,2x
hard_negative_structure,empirical,empirical,2.0,axis_edge_parallel,axis_edge_parallel,2.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,known_eye,known,10,image_disjoint,none,128,128,0.9487607040649944,0.98538992629658,-7.745278252092201,-3.9426657279521535,2.209630497804321,1.9855910121543212,0.6095136430748158,0.5756728220023182,0.5872845194238594,0.5675954744195006,1.0,1.4394727136650092,0.0,0.0,8.569651981815696e-06,0.0,known eye,axis prior A,2x
hard_negative_structure,empirical,empirical,2.0,axis_edge_parallel,axis_edge_parallel,2.0,per_candidate,True,leave_one_out,1.0,pyramid_local_field,8,8,zero_static,joint,10,image_disjoint,none,128,128,0.57616182752228,0.8333017957736226,-80.8908981882172,-29.10364042349581,6.694391666291834,5.394770600562035,0.3077236903407622,0.1519357106672544,0.4337732172512143,0.3730639843575754,2.0,-1.7621535677449,0.0,0.0,9.812794814934024e-06,0.0,zero eye,axis prior A,2x
