length,array_axis_deg,display_axis_deg,x1,y1,x2,y2
61.741396161732524,-24.904768808095184,24.904768808095184,133.0,53.0,189.0,27.0
58.9406481131655,14.74356283647073,-14.74356283647073,13.0,151.0,70.0,166.0
52.354560450833695,28.52311860631204,-28.52311860631204,128.0,164.0,174.0,189.0
59.09314681077663,-23.96248897457818,23.96248897457818,135.0,61.0,189.0,37.0
104.65180361560904,-45.0,45.0,1.0,124.0,75.0,50.0
99.29753269845128,-27.59729586864372,27.59729586864372,24.0,188.0,112.0,142.0
60.83584469702052,-25.301378625419716,25.301378625419716,134.0,60.0,189.0,34.0
49.040799340956916,-2.3373058591238163,2.3373058591238163,2.0,15.0,51.0,13.0
144.5060552364502,-65.03101268089773,65.03101268089773,50.0,187.0,111.0,56.0
97.58073580374356,-45.0,45.0,2.0,119.0,71.0,50.0
48.27007354458868,-13.172553423326889,13.172553423326889,0.0,111.0,47.0,100.0
141.2267680009707,40.11724043616695,-40.11724043616695,1.0,4.0,109.0,95.0
46.010868281309364,-88.75463573323165,88.75463573323165,161.0,189.0,162.0,143.0
145.60906565183365,-33.799202212115574,33.799202212115574,3.0,170.0,124.0,89.0
79.1580697086532,-26.241349652157766,26.241349652157766,15.0,188.0,86.0,153.0
63.25345840347388,-39.22567409733672,39.22567409733672,72.0,155.0,121.0,115.0
115.87061750072795,-64.98310652189998,64.98310652189998,140.0,145.0,189.0,40.0
60.00833275470999,89.04515874612781,-89.04515874612781,149.0,129.0,150.0,189.0
51.03920062069938,-87.75425743410493,87.75425743410493,25.0,186.0,27.0,135.0
120.20815280171308,-81.86989764584403,81.86989764584403,14.0,119.0,31.0,0.0
51.088159097779204,3.3664606634298053,-3.3664606634298053,2.0,176.0,53.0,179.0
104.00480758118829,-43.05191499348505,43.05191499348505,6.0,125.0,82.0,54.0
54.00925846556311,-88.93908830973577,88.93908830973577,172.0,187.0,173.0,133.0
104.0,0.0,-0.0,0.0,85.0,104.0,85.0
61.98386886924694,-17.850318302216834,17.850318302216834,47.0,150.0,106.0,131.0
87.5956619930462,-18.641791893699335,18.641791893699335,1.0,167.0,84.0,139.0
57.97413216254298,-14.995079129175991,14.995079129175991,0.0,39.0,56.0,24.0
98.2700361249552,12.33908727832619,-12.33908727832619,93.0,165.0,189.0,186.0
71.11258679024411,3.224522606519912,-3.224522606519912,15.0,67.0,86.0,71.0
47.265209192385896,-6.072456407207696,6.072456407207696,95.0,23.0,142.0,18.0
47.51841748206689,-81.52885536698517,81.52885536698517,9.0,187.0,16.0,140.0
99.46356116689167,-80.15886824036562,80.15886824036562,20.0,114.0,37.0,16.0
105.75916035975324,-40.01366622876451,40.01366622876451,42.0,184.0,123.0,116.0
104.35037134576953,39.94617394993563,-39.94617394993563,2.0,3.0,82.0,70.0
58.82176467941097,17.818888914522773,-17.818888914522773,129.0,164.0,185.0,182.0
46.04345773288535,-2.489552921999149,2.489552921999149,4.0,17.0,50.0,15.0
54.00925846556311,-1.0609116902642342,1.0609116902642342,1.0,189.0,55.0,188.0
50.00999900019995,1.1457628381751022,-1.1457628381751022,1.0,9.0,51.0,10.0
49.39635614091387,-21.370622269343187,21.370622269343187,24.0,170.0,70.0,152.0
76.21679604916491,-38.07278187399084,38.07278187399084,4.0,180.0,64.0,133.0
59.09314681077663,-23.96248897457818,23.96248897457818,2.0,186.0,56.0,162.0
46.0,-90.0,90.0,7.0,47.0,7.0,1.0
50.99019513592785,25.55996517182382,-25.55996517182382,45.0,133.0,91.0,155.0
45.0,0.0,-0.0,1.0,5.0,46.0,5.0
51.15662224971465,85.51539399045538,-85.51539399045538,185.0,127.0,189.0,178.0
46.87216658103186,11.070202577939355,-11.070202577939355,101.0,16.0,147.0,25.0
62.12889826803627,-33.17851165939275,33.17851165939275,26.0,84.0,78.0,50.0
47.51841748206689,81.52885536698517,-81.52885536698517,5.0,3.0,12.0,50.0
49.16299421312742,-4.666858371438991,4.666858371438991,4.0,33.0,53.0,29.0
52.009614495783374,88.89829388479365,-88.89829388479365,178.0,11.0,179.0,63.0
87.32124598286491,-39.88958243896878,39.88958243896878,50.0,136.0,117.0,80.0
69.05070600652827,-79.99202019855866,79.99202019855866,24.0,69.0,36.0,1.0
59.54829972383762,-40.91438322002513,40.91438322002513,1.0,169.0,46.0,130.0
48.010415536631214,1.1934894239820295,-1.1934894239820295,4.0,99.0,52.0,100.0
115.76700738984316,-19.687116198125864,19.687116198125864,1.0,170.0,110.0,131.0
46.389654018972806,-82.5685920288275,82.5685920288275,170.0,69.0,176.0,23.0
81.02468759581859,-1.414423211402152,1.414423211402152,104.0,185.0,185.0,183.0
111.07204868912791,46.8240898323761,-46.8240898323761,1.0,13.0,77.0,94.0
57.9396237474839,21.25050550713324,-21.25050550713324,86.0,133.0,140.0,154.0
51.884487084291386,27.5528115767178,-27.5528115767178,64.0,134.0,110.0,158.0
47.38143096192854,82.72499504211075,-82.72499504211075,107.0,98.0,113.0,145.0
49.658836071740545,-25.01689347810003,25.01689347810003,9.0,188.0,54.0,167.0
