source_row,session,trial_idx,image_edge_axis_deg,wta_edge_axis_deg,wta_peak_fraction,salient_axis_deg,salient_axis_array_deg,salient_score,salient_length_px,salient_coherence,salient_contrast,salient_center_distance_px,salient_proximity,salient_n_edge_pixels,salient_component_label,salient_ok,salient_error,salient_n_components,salient_average_abs_delta_deg,salient_wta_abs_delta_deg
2511,Allen_2022-04-01,465,-92.31747732731624,87.81685530286326,0.262237464420678,-49.473018498238275,49.473018498238275,8.244070969182905,73.20482371009561,0.3097621010770347,0.6618736559376734,8.792026163741905,0.7974416460994694,1221,1,True,,2,42.844458829077965,42.71012619889849
2588,Allen_2022-04-01,629,-171.72522644912132,12.477857332944708,0.1502864486046335,5.0788286684525445,-5.0788286684525445,13.785226055440656,68.63846340153202,0.7261131257909889,0.7820947130724273,20.591938020359596,0.288914298821202,647,1,True,,1,3.1959448824261476,7.399028664492164
2695,Allen_2022-04-06,309,-2.4624129606247065,-7.357252080118539,0.131510968480334,-2.8065683430342148,2.8065683430342148,7.721097402199298,69.10330084978511,0.38103642445961067,0.7010449373202458,15.091227737030389,0.5133095571141859,782,2,True,,2,0.34415538240950827,4.550683737084325
3038,Allen_2022-04-08,355,-2.140204659612296,-2.356023754877271,0.279823170849826,-4.614071395401737,4.614071395401737,47.123230527781125,69.2366681977467,0.8275635296220596,1.0178904278267056,7.7378531166734055,0.839186551467068,433,1,True,,4,2.473866735789441,2.2580476405244663
3325,Allen_2022-04-13,327,-8.603607910988593,-7.49669295472441,0.0954953000440713,-5.990858432729098,5.990858432729098,2.4067071698742013,67.8373616696033,0.11809776668174685,0.6365592143939628,1.1425953356182434,0.9961845030122358,1751,1,True,,1,2.612749478259495,1.5058345219953122
3436,Allen_2022-04-13,464,-98.38346802899162,87.96053184113266,0.1547723154691497,88.35900348009275,-88.35900348009275,42.47989853726081,68.7448488292514,0.9891848157411646,0.7076339312129389,7.007660944572895,0.8660657197134621,154,2,True,,4,6.742471509084372,0.3984716389600891
3475,Allen_2022-04-13,474,-7.510396702254125,-7.530004104357903,0.0986553864444647,6.087221693614467,-6.087221693614467,3.009097073094661,65.5449460435139,0.20889881710558422,0.7488346983207155,17.1930896018794,0.42081017609192756,874,1,True,,1,13.59761839586859,13.61722579797237
3686,Allen_2022-04-15,326,-15.468513314524394,-7.434652315351065,0.090976148796293,60.21044904788221,-60.21044904788221,5.478560932923364,74.1919293207487,0.19811129682357503,0.6829598973888966,3.9624779309374762,0.9550650255319538,1518,1,True,,1,75.6789623624066,67.64510136323327
3730,Allen_2022-04-15,384,-155.75023699531317,17.503562894758147,0.0560257944546672,30.750167640685234,-30.750167640685234,2.9101687887790444,72.44046758108888,0.1313479398269494,0.6237415093811957,0.9321861950781694,0.9974587406603631,2011,1,True,,1,6.500404635998386,13.246604745927087
3940,Allen_2022-04-15,483,-87.80560263181407,-87.51721501986397,0.1073030379847089,-75.42263807137465,75.42263807137465,1.295395159837098,66.97349590813147,0.07918685893183117,0.5936879997105375,0.47187604410711587,0.9993482060089242,2091,1,True,,1,12.382964560439419,12.094576948489319
4061,Allen_2022-06-01,278,-3.5984120355791966,-2.5234928546593327,0.2467252657923789,4.119517431414906,-4.119517431414906,24.12512115024658,67.53862522674797,0.7656483055296538,0.5122467874657619,0.03782303232948811,0.9999958110242667,449,3,True,,4,7.717929466994103,6.643010286074238
4273,Allen_2022-06-01,444,-99.36675976323116,77.66994483860658,0.0834220162085008,-15.867559412739652,15.867559412739652,3.2847136436652575,65.65436543384786,0.18418244278322035,0.6868394040195447,11.810540202909042,0.6646817745510654,1426,1,True,,1,83.4992003504915,86.46249574865378
4586,Allen_2022-06-10,931,-10.352312533590576,-7.394381769879331,0.1294064462794771,-8.863480885403106,8.863480885403106,11.686746498467816,69.05847597263197,0.72741458403399,0.5251700686847968,17.542809506029318,0.4061046703092571,803,2,True,,2,1.4888316481874693,1.4690991155237756
4632,Allen_2022-08-05,319,-172.69454436434984,2.712314133453344,0.0555737081096199,-9.699859377334462,9.699859377334462,2.3905205273026007,68.99819213990894,0.12631841080765216,0.674351642659919,8.46700779523281,0.8106482459015307,1512,1,True,,2,17.005315012984617,12.412173510787806
4714,Allen_2022-08-05,389,-179.67564593359012,7.376210834345107,0.2112589956027437,2.701718741596366,-2.701718741596366,27.628255329608397,60.07110743306404,0.7954337038995055,1.1508450616566426,16.195793303557366,0.4639077803384173,289,2,True,,3,2.3773646751864748,4.674492092748741
4929,Logan_2019-12-20,260,-173.88751269641648,2.872588398541388,0.0982429440738257,0.0215455754983509,-0.0215455754983509,2.535763060273154,67.99416655320806,0.13366757656926465,0.5983676473125831,4.866694451537666,0.9329974265843778,1392,1,True,,1,6.090941728085164,2.8510428230430374
4959,Logan_2019-12-20,284,-161.21798971784798,7.056734155144725,0.0745840185804592,-30.290844638419784,30.290844638419784,2.7096861813209796,73.71879030592177,0.13190168853512987,0.5664117053343366,0.34600139589992673,0.9996495099858207,1939,1,True,,1,49.07285492057178,37.34757879356451
5134,Logan_2019-12-23,60,-9.820366066532229,-2.1482251835485444,0.0771965097893771,53.140203240155614,-53.14020324015561,7.536805106750019,69.02205098631492,0.2819723528078601,0.6768850616851874,6.844046521906058,0.8718322376185439,1120,1,True,,1,62.960569306687844,55.28842842370416
5512,Logan_2019-12-24,370,-173.9761718847888,-12.73348636608903,0.0554091231152625,-27.57329281225651,27.57329281225651,4.417680743004813,72.77147860635219,0.1817081975504422,0.616089135296727,2.466283958211014,0.9823469233313342,1996,1,True,,1,33.5971209274677,14.839806446167481
5585,Logan_2019-12-24,444,-93.10615524265836,87.26492273133404,0.1711787470888441,-80.53764974768012,80.53764974768012,1.7973240868885052,69.04757826514327,0.10776544706298924,0.5417269053572229,3.3568173654631575,0.9675431503099595,2055,1,True,,1,12.56850549497824,12.197427520985864
5896,Logan_2019-12-26,40,-153.8134643145336,37.078952768914256,0.0623341135927275,27.900216763600895,-27.900216763600895,0.5203273001526069,70.3341481788406,0.04029638750930023,0.6042191122739193,5.212742147050379,0.9235168922061432,1922,1,True,,1,1.7136810781344873,9.178736005313361
5992,Logan_2019-12-26,162,-166.00279030263846,22.78225296890871,0.0610602969183085,2.3083035937900718,-2.3083035937900718,10.672235925078136,71.3612650091234,0.901688338619172,0.8075701670163625,29.814302389589997,0.07406387359569673,345,1,True,,3,11.688906103571473,20.47394937511864
5995,Logan_2019-12-26,170,-88.3401650952251,-87.46036458245868,0.0950195724633425,11.385952298882586,-11.385952298882586,2.459522919731976,70.14020937139351,0.11920055241374,0.6194485139929126,0.2996591961513872,0.9997370978172648,1991,1,True,,1,80.27388260589233,81.15368311865875
6032,Logan_2019-12-26,244,-83.28226147953652,-82.73527726837182,0.1798972117303276,16.201507105832818,-16.201507105832818,22.28698930058626,70.97188031735783,0.9225430208827311,1.2344818095511423,25.136738342785936,0.15720891098813466,209,1,True,,3,80.51623141463068,81.06321562579538
6076,Logan_2019-12-26,372,-9.32289185370614,-37.343156007421335,0.0587625243312813,13.666806178456397,-13.666806178456397,50.605136739854835,67.22117573800621,0.9830715403241178,0.7821976441976952,2.476024616542946,0.9822084556203743,103,2,True,,3,22.989698032162536,51.00996218587773
6393,Logan_2019-12-30,63,-23.694738537425344,-22.258468514965344,0.0696204269157896,2.1340063230544075,-2.1340063230544075,2.231319392983145,68.02142362197041,0.1171333574851571,0.6179064664930726,4.0569064121553975,0.9529496297616212,1422,1,True,,1,25.828744860479752,24.392474838019755
6504,Logan_2019-12-30,238,-1.5670863677357665,-2.2150140208619007,0.1288995599166622,-47.344193314196275,47.344193314196275,1.2101116354822041,73.18336288187197,0.07181791465332396,0.5812485318577422,1.3130953893135884,0.9949639185420236,1593,1,True,,1,45.777106946460506,45.129179293334374
6831,Logan_2019-12-31,7,-179.30740725334974,2.5919376463318566,0.1693252286279709,-30.707875335497874,30.707875335497874,2.807694713354499,74.02891388626534,0.1163386508549936,0.6975277668872913,1.7585270499892933,0.9909857549094908,1143,1,True,,1,31.400468082148134,33.29981298182973
6920,Logan_2019-12-31,188,-94.07779195149004,87.41277269231527,0.1205978407459794,78.18995670331668,-78.18995670331668,1.5133142530777526,69.68926312459106,0.09074898351076673,0.5691094995204483,3.268292823088057,0.9692061653281129,2015,1,True,,1,7.73225134519329,9.22281598899859
7187,Logan_2020-01-06,46,-169.4841853036747,32.56987817621694,0.0566125697507969,47.62311741413177,-47.62311741413178,1.7724727540762821,74.04913144254994,0.08626334684917059,0.6565808411363934,1.2145933079934066,0.995689574416153,1760,1,True,,1,37.10730271780648,15.053239237914829
7220,Logan_2020-01-06,60,-12.006353368487447,-7.952838290664495,0.084430379398537,-47.77056729462845,47.77056729462845,1.2280563149396084,74.67211349804116,0.06796972647361016,0.6225474272467889,1.2684456015993555,0.9952997915583391,1851,1,True,,1,35.764213926141004,39.817729003963954
7475,Logan_2020-01-06,441,-1.3467440927936043,7.231205304007831,0.2094010111606963,-32.19182768254926,32.19182768254926,3.4873140822434374,71.53541550044059,0.13636739794032163,0.743683730970732,3.765401200900539,0.9593337037372502,1090,1,True,,1,30.845083589755657,39.42303298655709
7484,Logan_2020-01-06,444,-94.34691543742638,87.30706774974605,0.2948770359252794,41.71506643596092,-41.71506643596093,4.617745356634439,74.3564938300313,0.15487983474904976,0.7702497117356959,0.1119646400120306,0.9999632929171992,1384,1,True,,3,43.93801812661269,45.59200131378513
7491,Logan_2020-01-06,454,-1.7657809006803111,-2.570306043554698,0.1986845261098968,-2.5078961186806055,2.5078961186806055,1.8391401065661317,66.63542427779029,0.10018458841066992,0.6224889649364419,1.9961316868753813,0.9884003907061316,1333,1,True,,2,0.7421152180002943,0.062409924874092595
7601,Logan_2020-01-06,497,-114.47205043055736,77.65663743069419,0.0948984770943944,-4.733348377853886,4.733348377853886,8.996803368897377,65.10112140152756,0.3063118484705664,0.6857865154896762,1.3640189124833528,0.9945668165418545,612,2,True,,3,70.26129794729654,82.38998580854808
8600,Logan_2020-01-09,425,-87.98109262011894,87.64003699348493,0.0704781790915908,51.500786897524534,-51.50078689752454,4.63323524079151,76.62228749358246,0.18928544230023348,0.597098806971328,4.158983021843583,0.9506123338796725,1847,1,True,,1,40.51812048235654,36.13925009596039
8647,Logan_2020-01-09,432,-97.24892719875032,82.36204631659467,0.1098293725637548,74.22913271644819,-74.22913271644819,1.0595017842261871,68.46809576352632,0.06961344617863638,0.5910975362134729,4.275760090187754,0.9478745271049109,2026,1,True,,1,8.5219400848015,8.13291360014648
8860,Logan_2020-01-10,366,-98.31485096273288,87.89570082208276,0.1587383571731556,88.40036005742328,-88.40036005742328,55.28469726654036,68.76255609870299,0.9888285900456738,0.8531127667278539,4.219268644605186,0.9492074334454584,154,2,True,,4,6.71521102015617,0.5046592353405259
8862,Logan_2020-01-10,366,-98.24677322340372,87.88757402074617,0.1602115113594515,88.40036005742328,-88.40036005742328,56.04942892596963,68.76255609870299,0.9888285900456738,0.8491517340960547,3.2196583541197157,0.9701020758435892,154,2,True,,4,6.647133280826998,0.5127860366771131
8924,Logan_2020-01-10,366,-99.1787606681368,87.90002497345814,0.1364471765153273,88.16124299053575,-88.16124299053574,46.26902332981988,68.7576771711775,0.9894301345039335,0.6881655355651399,1.7984509364514887,0.9905737644347908,154,2,True,,3,7.340003658672577,0.26121801707760994
8934,Logan_2020-01-10,369,-177.18595365312297,1.72523509721637,0.1776032717025225,17.49099386907315,-17.49099386907315,10.804987604271803,72.00438667180936,0.4904906337613375,0.7460803422105919,16.68518050351962,0.4425560302480801,557,1,True,,4,14.676947522196125,15.765758771856781
8947,Logan_2020-01-10,369,-156.85411699673782,7.2150358304719004,0.0611867450072586,32.34015593810241,-32.34015593810242,1.6641168121641885,72.26541197092732,0.09174585432098711,0.5952538945263215,3.327719028325233,0.9680943761342625,1948,1,True,,1,9.194272934840239,25.12512010763051
8952,Logan_2020-01-10,371,-92.69178840266372,88.39028683894385,0.2552420712894176,51.70270525787811,-51.7027052578781,3.264757800899695,73.17085360015287,0.15439273053614055,0.5934405818814941,5.151053764442275,0.9252473847020493,1352,2,True,,2,35.60550633945818,36.68758158106574
9515,Logan_2020-02-28,108,-9.878024865031684,-7.586801496280244,0.0765351075171263,21.02081811274435,-21.02081811274435,3.1728724900378182,71.33643187820135,0.14451830624386033,0.6144068758658561,2.3985351534062227,0.9832954266874225,1290,1,True,,1,30.898842977776038,28.607619609024596
9815,Logan_2020-02-28,542,-23.629304762057,-32.62181611627756,0.0601570449713994,88.28498293605529,-88.28498293605529,2.9222416543356498,68.286778607701,0.1421641287765425,0.6518529084178195,6.03425879166307,0.8988660186996201,1185,1,True,,1,68.08571230188772,59.09320094766715
9888,Logan_2020-02-28,578,-46.0696737456121,-42.530662037081285,0.1148228122162423,69.48866979741888,-69.48866979741886,4.8828649998086915,70.82712751260006,0.2788721679710328,0.7556332259842505,17.08680146432742,0.4253237994406356,519,1,True,,2,64.44165645696901,67.98066816549985
10222,Logan_2020-02-29,416,-174.5243060618687,7.507247956139064,0.1176791441175796,39.84279510717596,-39.842795107175945,7.033118299776964,79.5160430166161,0.21348297076249756,0.7218608684850103,2.434997080474721,0.9827881180385188,1091,2,True,,2,34.36710116904468,32.33554715103689
10413,Logan_2020-03-02,332,-14.94065938919642,-17.50421153597507,0.089733832063092,-62.205912329210236,62.205912329210236,1.6687367294464066,70.40901247416068,0.08212226348111087,0.6923602163199097,0.2960900674042634,0.9997433223815236,1509,1,True,,1,47.265252940013816,44.70170079323516
10440,Logan_2020-03-02,332,-16.657082779362213,-2.618856185644347,0.0732453162992082,44.46525930263476,-44.46525930263476,5.453779295153166,74.5296735852319,0.20284785107567177,0.6842148567598781,5.752549855333787,0.9076481693534658,1515,1,True,,1,61.122342081996976,47.08411548827912
10720,Logan_2020-03-02,393,-26.62780558219562,-22.251646357457933,0.1841878662181374,-20.251040812801307,20.251040812801307,12.666265433418236,71.22385745158596,0.4756679914253183,0.7472015396567805,13.48773080182076,0.5870242532883387,760,4,True,,3,6.376764769394312,2.0006055446566258
10736,Logan_2020-03-02,393,-18.677866442822705,-12.594532078616233,0.1799080102441017,-45.51077555256899,45.51077555256899,1.9151556833624586,75.5931227239999,0.08739011344830458,0.6923899118724398,2.654189444970659,0.9795831724840479,1023,1,True,,1,26.832909109746282,32.916243473952754
10867,Logan_2020-03-04,169,-151.24737006302493,2.782866390973515,0.0663574068463892,-11.608122775415723,11.608122775415723,6.595506364782983,60.61670790208725,0.5154395749782149,0.8285181557752647,23.388750451679243,0.20153208036666662,523,1,True,,4,40.3607527123908,14.39098916638924
11074,Logan_2020-03-04,392,-0.9028921331402509,2.6437795744730663,0.0962086919792484,86.4209950007438,-86.42099500074382,8.243242510764652,67.66148777501618,0.35831423628249826,0.7053301570187519,12.436733879451973,0.63577744645907,1284,1,True,,1,87.32388713388407,83.77721542627073
11365,Logan_2020-03-04,505,-94.13865056954631,87.15658097377934,0.1586736413711112,75.82815028647178,-75.8281502864718,1.1458518768966652,69.83668610423537,0.07996090048831289,0.5226474802343994,4.526752011671315,0.9417621626323158,2015,1,True,,1,10.0331991439819,11.32843068730756
